ID,scaffold,start,end,df_TimePoint,df_Residuals,sumsq_TimePoint,sumsq_Residuals,meansq_TimePoint,meansq_Residuals,statistic_TimePoint,statistic_Residuals,p.value_TimePoint,p.value_Residuals
Scaffold_14:6931625-6932023,Scaffold_14,6931625,6932023,3,12,0.991637176676119,1.17506623314666,0.330545725558706,0.0979221860955553,3.37559585563327,NA,0.0544838609633005,NA
Scaffold_13:44347868-44348000,Scaffold_13,44347868,44348000,3,10,1.08265226549865,1.01682844732635,0.360884088499551,0.101682844732635,3.54911479363565,NA,0.0556246108807079,NA
Scaffold_08:44124680-44124745,Scaffold_08,44124680,44124745,3,8,0.985744225972548,0.6883723082604,0.328581408657516,0.08604653853255,3.81864760931922,NA,0.0575583923618291,NA
Scaffold_08:55761736-55761772,Scaffold_08,55761736,55761772,3,10,0.680634216416132,0.664830573682705,0.226878072138711,0.0664830573682705,3.41256977521298,NA,0.061057655061104,NA
Scaffold_03:29119111-29119573,Scaffold_03,29119111,29119573,3,9,0.655285002146186,0.555667388944048,0.218428334048729,0.0617408209937831,3.53782684669391,NA,0.0613090824505691,NA
Scaffold_02:11297565-11297615,Scaffold_02,11297565,11297615,3,12,0.00434136015345216,0.00540627385150996,0.00144712005115072,0.000450522820959164,3.21209045097827,NA,0.0617014890730357,NA
Scaffold_12:44293360-44293661,Scaffold_12,44293360,44293661,3,10,1.27984258975436,1.26240360038901,0.426614196584786,0.126240360038901,3.37938038558606,NA,0.0624719697599448,NA
Scaffold_17:15255965-15256077,Scaffold_17,15255965,15256077,3,11,0.186569340551951,0.209555510724665,0.0621897801839837,0.0190505009749695,3.26446954154617,NA,0.0630869805287748,NA
Scaffold_12:50071603-50071828,Scaffold_12,50071603,50071828,3,11,0.197893207287704,0.223324670814187,0.0659644024292348,0.0203022428012897,3.24911898034459,NA,0.0638026029089467,NA
Scaffold_05:51562436-51562883,Scaffold_05,51562436,51562883,3,12,0.139000545103276,0.175694040927156,0.0463335150344254,0.014641170077263,3.16460465863851,NA,0.0639999179728787,NA
Scaffold_01:70835333-70835462,Scaffold_01,70835333,70835462,3,12,0.0543998650030635,0.0691245129228365,0.0181332883343545,0.00576037607690304,3.14793480360809,NA,0.0648300356361918,NA
Scaffold_02:47739909-47740300,Scaffold_02,47739909,47740300,3,10,1.17744770826948,1.18081189339502,0.39248256942316,0.118081189339502,3.32383651975854,NA,0.0649268403968134,NA
Scaffold_01:49227338-49227696,Scaffold_01,49227338,49227696,3,9,1.2976638214216,1.12937793756718,0.432554607140533,0.125486437507464,3.44702276781747,NA,0.0650105261283041,NA
Scaffold_11:28313792-28313877,Scaffold_11,28313792,28313877,3,12,0.431768300895439,0.549535441125833,0.143922766965146,0.0457946200938194,3.14278766087134,NA,0.0650888492143795,NA
Scaffold_04:56334595-56334660,Scaffold_04,56334595,56334660,3,12,0.0344456547901694,0.0442831133904304,0.0114818849300565,0.00369025944920254,3.111403165037,NA,0.0666929214276845,NA
Scaffold_03:43770248-43770429,Scaffold_03,43770248,43770429,3,12,0.741069088391493,0.953102094240761,0.247023029463831,0.0794251745200634,3.1101351801428,NA,0.0667586781588498,NA
Scaffold_08:7645061-7645111,Scaffold_08,7645061,7645111,3,10,0.505488219072872,0.514805956439554,0.168496073024291,0.0514805956439554,3.27300162161342,NA,0.0672744439884567,NA
Scaffold_14:6536833-6537045,Scaffold_14,6536833,6537045,3,12,1.23919367793879,1.60155170396291,0.413064559312929,0.13346264199691,3.09498263433518,NA,0.0675502759856612,NA
Scaffold_08:40816028-40816074,Scaffold_08,40816028,40816074,3,12,0.245857410846539,0.318560821470334,0.0819524702821796,0.0265467351225278,3.08710166820604,NA,0.0679662574767955,NA
Scaffold_01:8256540-8257368,Scaffold_01,8256540,8257368,3,12,0.347732354445209,0.45063880404983,0.11591078481507,0.0375532336708192,3.08657267257223,NA,0.067994284832075,NA
Scaffold_09:6938056-6938123,Scaffold_09,6938056,6938123,3,11,0.338607740465681,0.394237629940706,0.112869246821894,0.0358397845400642,3.14927247109202,NA,0.0686954730589518,NA
Scaffold_03:24007719-24008337,Scaffold_03,24007719,24008337,3,12,0.271638415020425,0.354025503574986,0.0905461383401416,0.0295021252979155,3.06913950862175,NA,0.0689254118791535,NA
Scaffold_14:6962455-6962573,Scaffold_14,6962455,6962573,3,12,0.488899711352949,0.641369261405932,0.162966570450983,0.0534474384504943,3.04909973565769,NA,0.0700139286360041,NA
Scaffold_05:13865512-13865803,Scaffold_05,13865512,13865803,3,11,0.660071375533812,0.778747417136548,0.220023791844604,0.0707952197396862,3.10789051370461,NA,0.0708507235721457,NA
Scaffold_01:34979775-34979990,Scaffold_01,34979775,34979990,3,12,0.126401043020703,0.168965728345487,0.042133681006901,0.0140804773621239,2.99234748391694,NA,0.0732054243565816,NA
Scaffold_04:10777828-10777870,Scaffold_04,10777828,10777870,3,12,0.396403409116106,0.535815745534596,0.132134469705369,0.044651312127883,2.95925166380174,NA,0.0751436522963598,NA
Scaffold_01:44692307-44692367,Scaffold_01,44692307,44692367,3,12,0.253410590577281,0.343455429927842,0.0844701968590937,0.0286212858273202,2.95130684794264,NA,0.0756176665929046,NA
Scaffold_01:8257433-8257952,Scaffold_01,8257433,8257952,3,12,0.308548515395792,0.420858243342085,0.102849505131931,0.0350715202785071,2.93256477949033,NA,0.0767495511314542,NA
Scaffold_16:24876409-24876819,Scaffold_16,24876409,24876819,3,12,0.374388053171268,0.512008392013566,0.124796017723756,0.0426673660011305,2.92485872506049,NA,0.0772205764510332,NA
Scaffold_17:1664989-1665168,Scaffold_17,1664989,1665168,3,12,0.284162080674924,0.388628439918913,0.0947206935583079,0.0323857033265761,2.92476876611721,NA,0.0772260946747159,NA
Scaffold_02:61737304-61737425,Scaffold_02,61737304,61737425,3,12,0.8170072055562,1.13924709129956,0.2723357351854,0.0949372576082966,2.86858649645258,NA,0.0807625640179596,NA
Scaffold_06:14530923-14531108,Scaffold_06,14530923,14531108,3,11,0.144821437981417,0.181377080162849,0.0482738126604723,0.0164888254693499,2.92766836244375,NA,0.0812053417700212,NA
Scaffold_17:18011212-18011227,Scaffold_17,18011212,18011227,3,11,0.700018006018695,0.880307962031512,0.233339335339565,0.0800279965483193,2.91572131508602,NA,0.0819518971657017,NA
Scaffold_06:9190839-9191045,Scaffold_06,9190839,9191045,3,11,0.848952083988852,1.07389319007818,0.282984027996284,0.0976266536434705,2.89863492637711,NA,0.0830335263399034,NA
Scaffold_05:8064344-8064465,Scaffold_05,8064344,8064465,3,11,0.60088937750662,0.762643312156599,0.200296459168873,0.0693312101960545,2.88897970484686,NA,0.0836520776122026,NA
Scaffold_12:36667766-36668042,Scaffold_12,36667766,36668042,3,12,0.0537551499886637,0.0762373950339272,0.0179183833295546,0.00635311625282727,2.82040853912921,NA,0.0839437981759642,NA
Scaffold_03:54609864-54609934,Scaffold_03,54609864,54609934,3,12,0.151787228207958,0.218116059305459,0.050595742735986,0.0181763382754549,2.78360481463474,NA,0.0864709909447198,NA
Scaffold_06:51917879-51918169,Scaffold_06,51917879,51918169,3,10,0.490189972368181,0.561411072111508,0.16339665745606,0.0561411072111508,2.91046375059034,NA,0.0872765098496849,NA
Scaffold_10:53832741-53833154,Scaffold_10,53832741,53833154,3,12,0.479552530711059,0.695345990095711,0.159850843570353,0.0579454991746425,2.75864123783931,NA,0.0882348212866069,NA
Scaffold_06:54115341-54115557,Scaffold_06,54115341,54115557,3,12,0.343231223520098,0.497791658971455,0.114410407840033,0.0414826382476213,2.75803113478669,NA,0.0882784422186224,NA
Scaffold_17:25300251-25300349,Scaffold_17,25300251,25300349,3,12,0.18825993636718,0.273675802525311,0.0627533121223932,0.0228063168771092,2.75157591032943,NA,0.0887414929265509,NA
Scaffold_16:20083773-20084036,Scaffold_16,20083773,20084036,3,11,0.725526817924723,0.950890806141531,0.241842272641574,0.0864446187401392,2.79765561079719,NA,0.0897755786848995,NA
Scaffold_06:61552275-61552371,Scaffold_06,61552275,61552371,3,10,0.7311413093065,0.850554597213442,0.243713769768833,0.0850554597213442,2.86535127277285,NA,0.0902295998628296,NA
Scaffold_02:11297379-11297562,Scaffold_02,11297379,11297562,3,12,0.00275579160578114,0.00404568467542687,0.000918597201927048,0.000337140389618906,2.72467265926045,NA,0.0907015463856903,NA
Scaffold_06:11138761-11139024,Scaffold_06,11138761,11139024,3,12,0.388001667888142,0.570509097630024,0.129333889296047,0.047542424802502,2.72038899642412,NA,0.0910181913313392,NA
Scaffold_01:34980875-34980974,Scaffold_01,34980875,34980974,3,12,0.115543166532757,0.171170488572727,0.0385143888442522,0.0142642073810606,2.70007213267174,NA,0.0925373487567113,NA
Scaffold_01:37335900-37335974,Scaffold_01,37335900,37335974,3,11,0.325603934904347,0.437376563934013,0.108534644968116,0.039761505812183,2.72964121330788,NA,0.0946758236352132,NA
Scaffold_01:46779689-46779773,Scaffold_01,46779689,46779773,3,12,0.21403455221923,0.321761755061006,0.0713448507397433,0.0268134795884172,2.66078300298492,NA,0.0955582484407904,NA
Scaffold_13:33027091-33027178,Scaffold_13,33027091,33027178,3,12,0.224825183992531,0.339945502178139,0.0749417279975104,0.0283287918481782,2.6454261939282,NA,0.0967695890883034,NA
Scaffold_15:19151296-19151361,Scaffold_15,19151296,19151361,3,12,0.0677306688927062,0.10257293442453,0.0225768896309021,0.00854774453537747,2.64126864548427,NA,0.097100551815365,NA
Scaffold_01:83302223-83302385,Scaffold_01,83302223,83302385,3,12,0.34593007393225,0.524755243268896,0.115310024644083,0.0437296036057413,2.63688703157932,NA,0.0974507540537665,NA
Scaffold_04:45128855-45128964,Scaffold_04,45128855,45128964,3,12,0.64490407496012,0.991033938343773,0.214968024986707,0.0825861615286478,2.60295455083159,NA,0.100212291004519,NA
Scaffold_07:33281632-33281873,Scaffold_07,33281632,33281873,3,12,0.0225471378206317,0.0347161374173212,0.00751571260687723,0.00289301145144343,2.59788553658416,NA,0.100632461439032,NA
Scaffold_17:4821767-4821980,Scaffold_17,4821767,4821980,3,12,0.593138840201457,0.914504400263928,0.197712946733819,0.076208700021994,2.5943618861988,NA,0.100925723820732,NA
Scaffold_06:25734759-25734887,Scaffold_06,25734759,25734887,3,12,0.619213741255434,0.954716095776077,0.206404580418478,0.0795596746480064,2.59433665775618,NA,0.100927827025913,NA
Scaffold_06:48016474-48016570,Scaffold_06,48016474,48016570,3,12,0.229499194074316,0.354011055398567,0.0764997313581054,0.029500921283214,2.59313024917746,NA,0.101028459531243,NA
Scaffold_12:15551282-15551467,Scaffold_12,15551282,15551467,3,10,0.736647027698936,0.918415450595006,0.245549009232979,0.0918415450595006,2.67361583555565,NA,0.104174158052165,NA
Scaffold_07:22130540-22130644,Scaffold_07,22130540,22130644,3,12,0.0883222472245404,0.138687766981449,0.0294407490748468,0.0115573139151207,2.54736950913212,NA,0.104931659765357,NA
Scaffold_06:4121225-4121495,Scaffold_06,4121225,4121495,3,11,0.184464816904848,0.260516811305483,0.0614882723016159,0.0236833464823167,2.59626621379401,NA,0.105215836446793,NA
Scaffold_10:53868608-53868692,Scaffold_10,53868608,53868692,3,11,0.451555530156814,0.641733003774639,0.150518510052271,0.0583393639795126,2.58005058308709,NA,0.10658782765593,NA
Scaffold_12:37732954-37733388,Scaffold_12,37732954,37733388,3,10,1.37636522319489,1.73700008682007,0.458788407731631,0.173700008682007,2.64126876684005,NA,0.106770137889444,NA
Scaffold_03:35713021-35713262,Scaffold_03,35713021,35713262,3,11,0.335394306079477,0.477642071256147,0.111798102026492,0.0434220064778316,2.57468760877204,NA,0.107046138898622,NA
Scaffold_04:43945842-43945896,Scaffold_04,43945842,43945896,3,10,1.29636628504576,1.64055805988122,0.432122095015253,0.164055805988122,2.63399452651215,NA,0.107364379680776,NA
Scaffold_04:13169593-13169693,Scaffold_04,13169593,13169693,3,11,1.20690497206592,1.721529978659,0.402301657355308,0.156502725332637,2.57057285424417,NA,0.107399327764036,NA
Scaffold_15:7011540-7011633,Scaffold_15,7011540,7011633,3,12,0.0902017874793387,0.143259002206425,0.0300672624931129,0.0119382501838688,2.51856528637174,NA,0.107476871337076,NA
Scaffold_06:3459457-3459903,Scaffold_06,3459457,3459903,3,10,1.06114576939379,1.3517127751537,0.353715256464598,0.13517127751537,2.61679302708651,NA,0.108785162626506,NA
Scaffold_03:35241968-35242210,Scaffold_03,35241968,35242210,3,11,0.330902264099686,0.476279665452222,0.110300754699895,0.0432981514047475,2.5474702988775,NA,0.109407580686576,NA
Scaffold_03:47605893-47606006,Scaffold_03,47605893,47606006,3,11,0.788109591555501,1.13512861199634,0.262703197185167,0.103193510181485,2.54573370673363,NA,0.109560288460212,NA
