ID,scaffold,start,end,df_TimePoint,df_Residuals,sumsq_TimePoint,sumsq_Residuals,meansq_TimePoint,meansq_Residuals,statistic_TimePoint,statistic_Residuals,p.value_TimePoint,p.value_Residuals
Scaffold_08:17878379-17878426,Scaffold_08,17878379,17878426,3,11,0.511812210142775,0.299315912863653,0.170604070047592,0.0272105375330593,6.26977948672705,NA,0.00972180878088527,NA
Scaffold_11:26583602-26583612,Scaffold_11,26583602,26583612,3,12,0.136908805299471,0.0915484167523258,0.0456362684331569,0.00762903472936048,5.98191908309512,NA,0.00983238194982323,NA
Scaffold_10:19420335-19420450,Scaffold_10,19420335,19420450,3,11,0.369092842084626,0.21792487667091,0.123030947361542,0.0198113524246282,6.21012360612988,NA,0.010035295093296,NA
Scaffold_15:42535095-42535295,Scaffold_15,42535095,42535295,3,12,0.640334089836633,0.440473111084601,0.213444696612211,0.0367060925903834,5.8149664415147,NA,0.0108306260177113,NA
Scaffold_10:16060630-16061171,Scaffold_10,16060630,16061171,3,12,0.304669140473486,0.221643618003525,0.101556380157829,0.0184703015002938,5.49836071469723,NA,0.0130659424404548,NA
Scaffold_08:49097989-49098113,Scaffold_08,49097989,49098113,3,11,1.08357922071468,0.720777978346553,0.361193073571559,0.0655252707587775,5.51227136323088,NA,0.0147502579557725,NA
Scaffold_14:3487957-3487975,Scaffold_14,3487957,3487975,3,11,0.36862878978859,0.249093279656488,0.122876263262863,0.0226448436051353,5.42623589747371,NA,0.0154964817155894,NA
Scaffold_04:10439183-10439416,Scaffold_04,10439183,10439416,3,11,0.352463351277096,0.239142101674273,0.117487783759032,0.0217401910612975,5.40417438962563,NA,0.015694928188077,NA
Scaffold_18:19258848-19259109,Scaffold_18,19258848,19259109,3,12,0.123823733452164,0.0967138843609283,0.041274577817388,0.00805949036341069,5.12123917968443,NA,0.0164638679906708,NA
Scaffold_14:8607594-8607728,Scaffold_14,8607594,8607728,3,12,0.389372056299787,0.304136103134224,0.129790685433262,0.0253446752611853,5.12102380858015,NA,0.0164660824698291,NA
Scaffold_04:12562450-12563176,Scaffold_04,12562450,12563176,3,12,1.4145274130055,1.10530049158374,0.471509137668499,0.0921083742986453,5.11906915368751,NA,0.0164861963458887,NA
Scaffold_13:8940696-8940828,Scaffold_13,8940696,8940828,3,12,0.558537335732415,0.436575738458956,0.186179111910805,0.0363813115382463,5.1174381581896,NA,0.0165030015095646,NA
Scaffold_10:6952031-6952205,Scaffold_10,6952031,6952205,3,12,0.0753385800170026,0.0598074496469016,0.0251128600056675,0.0049839541372418,5.03874219427817,NA,0.0173379850507727,NA
Scaffold_14:8608005-8608139,Scaffold_14,8608005,8608139,3,12,0.157829021741875,0.128022521786132,0.0526096739139584,0.0106685434821777,4.9312892619171,NA,0.0185585325886732,NA
Scaffold_09:32354165-32354259,Scaffold_09,32354165,32354259,3,12,0.265787054502578,0.217242951206919,0.0885956848341926,0.0181035792672433,4.89382146626099,NA,0.0190073579752859,NA
Scaffold_06:10182852-10183168,Scaffold_06,10182852,10183168,3,12,0.00138494341038418,0.00113602717103342,0.000461647803461394,9.46689309194515e-05,4.87644466857013,NA,0.0192197794433817,NA
Scaffold_02:59898836-59898874,Scaffold_02,59898836,59898874,3,11,0.47381061437885,0.349435250515873,0.157936871459617,0.0317668409559885,4.971752516356,NA,0.020260617793423,NA
Scaffold_16:18247010-18247145,Scaffold_16,18247010,18247145,3,12,0.735064655963323,0.631090621623113,0.245021551987774,0.0525908851352594,4.65901175379724,NA,0.0221247454371327,NA
Scaffold_01:3532605-3533128,Scaffold_01,3532605,3533128,3,11,0.256378675847708,0.195711902796791,0.0854595586159028,0.0177919911633446,4.80325995170053,NA,0.0224514224408977,NA
Scaffold_10:43116927-43117821,Scaffold_10,43116927,43117821,3,12,0.220407561775929,0.190457078005521,0.073469187258643,0.0158714231671268,4.62902327567032,NA,0.0225640961080246,NA
Scaffold_04:716827-716907,Scaffold_04,716827,716907,3,12,0.389337729778564,0.338918919219525,0.129779243259521,0.0282432432682938,4.59505454195529,NA,0.0230740269703011,NA
Scaffold_09:34968841-34968947,Scaffold_09,34968841,34968947,3,10,0.70625584012467,0.479030522566127,0.23541861337489,0.0479030522566127,4.91448044090744,NA,0.0237484482875557,NA
Scaffold_01:46681763-46681990,Scaffold_01,46681763,46681990,3,12,0.123985206873013,0.110252650012877,0.0413284022910042,0.0091877208344064,4.49822138002241,NA,0.0246025935179975,NA
Scaffold_12:50072453-50072494,Scaffold_12,50072453,50072494,3,10,0.560175256467287,0.386788797593294,0.186725085489096,0.0386788797593294,4.82757222160907,NA,0.0249716917884376,NA
Scaffold_09:28005077-28005360,Scaffold_09,28005077,28005360,3,11,0.390744882322968,0.309698867187557,0.130248294107656,0.0281544424715961,4.62620754216882,NA,0.0250598770896308,NA
Scaffold_12:31213738-31213806,Scaffold_12,31213738,31213806,3,12,0.663424912330535,0.59605561908092,0.221141637443512,0.0496713015900766,4.45210071740281,NA,0.0253716935332089,NA
Scaffold_03:4274179-4274332,Scaffold_03,4274179,4274332,3,11,2.02963461814959,1.61918082259116,0.676544872716529,0.147198256599197,4.59614732094742,NA,0.0255373087533414,NA
Scaffold_10:3677204-3677466,Scaffold_10,3677204,3677466,3,12,0.144053304634106,0.13068403524092,0.0480177682113687,0.0108903362700767,4.40920895558632,NA,0.0261120439958312,NA
Scaffold_04:56334595-56334654,Scaffold_04,56334595,56334654,3,12,0.0521832786126096,0.047569362544511,0.0173944262042032,0.00396411354537591,4.38797375632531,NA,0.0264878268457222,NA
Scaffold_18:18578134-18578285,Scaffold_18,18578134,18578285,3,11,0.209597115503398,0.172075323544922,0.0698657051677993,0.0156432112313566,4.46619969100427,NA,0.0277280675023114,NA
Scaffold_07:33674045-33674128,Scaffold_07,33674045,33674128,3,12,0.0893789268368531,0.0831292919523025,0.0297929756122844,0.00692744099602521,4.30071878336875,NA,0.0280991119939558,NA
Scaffold_06:38901711-38902517,Scaffold_06,38901711,38902517,3,12,0.12195101832983,0.113684901950402,0.0406503394432767,0.00947374182920019,4.29084306667332,NA,0.0282885329127057,NA
Scaffold_05:15801366-15801421,Scaffold_05,15801366,15801421,3,11,0.650021578615391,0.541872261109946,0.216673859538464,0.0492611146463587,4.39847658937372,NA,0.028956946033737,NA
Scaffold_18:18434831-18435007,Scaffold_18,18434831,18435007,3,12,0.186576520781403,0.177195990632933,0.0621921735938009,0.0147663325527445,4.21175490743245,NA,0.0298599868334806,NA
Scaffold_15:970722-970806,Scaffold_15,970722,970806,3,10,0.992165994023894,0.740284701293541,0.330721998007965,0.0740284701293541,4.46749740241931,NA,0.0309131434143387,NA
Scaffold_13:25812908-25813159,Scaffold_13,25812908,25813159,3,12,0.169738444486412,0.166603252748744,0.0565794814954708,0.0138836043957287,4.07527324193115,NA,0.03281582465297,NA
Scaffold_11:29708282-29708409,Scaffold_11,29708282,29708409,3,12,0.679968006501009,0.675732355404338,0.226656002167003,0.0563110296170282,4.02507295122275,NA,0.033987221719869,NA
Scaffold_03:40805997-40806118,Scaffold_03,40805997,40806118,3,12,1.04099892437912,1.03464477964355,0.346999641459708,0.0862203983036291,4.02456551218579,NA,0.0339993070691,NA
Scaffold_15:5533043-5533095,Scaffold_15,5533043,5533095,3,12,0.100450960636186,0.100060643145595,0.0334836535453953,0.00833838692879954,4.01560323732972,NA,0.0342135771172675,NA
Scaffold_01:18707594-18708041,Scaffold_01,18707594,18708041,3,12,0.224365274809088,0.224396762006035,0.0747884249363628,0.0186997301671696,3.99943872279323,NA,0.0346039997858169,NA
Scaffold_01:52430867-52430898,Scaffold_01,52430867,52430898,3,12,0.421221986412375,0.423840860297797,0.140407328804125,0.0353200716914831,3.97528436608418,NA,0.0351970448316783,NA
Scaffold_13:11327351-11327685,Scaffold_13,11327351,11327685,3,11,0.0789284079722804,0.0706638518514084,0.0263094693240935,0.00642398653194622,4.09550505644082,NA,0.035300631297906,NA
Scaffold_08:27279691-27279733,Scaffold_08,27279691,27279733,3,12,0.215768406476083,0.218740281765358,0.0719228021586944,0.0182283568137798,3.94565472321257,NA,0.0359406427077765,NA
Scaffold_01:12750891-12750953,Scaffold_01,12750891,12750953,3,12,0.653135490282916,0.691438308954382,0.217711830094305,0.0576198590795318,3.77841656630574,NA,0.0404945689196851,NA
Scaffold_15:7012296-7012916,Scaffold_15,7012296,7012916,3,12,0.434526720039299,0.460302245475501,0.1448422400131,0.0383585204562917,3.77601216861694,NA,0.040564743245734,NA
Scaffold_17:22006810-22007151,Scaffold_17,22006810,22007151,3,11,0.0293818352352553,0.0278008576936399,0.00979394507841844,0.00252735069942181,3.87518245119644,NA,0.0409488480245523,NA
Scaffold_12:22863780-22863980,Scaffold_12,22863780,22863980,3,12,0.304028313318338,0.32322881058102,0.101342771106113,0.026935734215085,3.76239126421722,NA,0.040964943034301,NA
Scaffold_10:45315072-45315323,Scaffold_10,45315072,45315323,3,12,0.0187788114606771,0.0200150089213231,0.00625960382022571,0.00166791741011025,3.7529459086418,NA,0.0412451385767841,NA
Scaffold_06:42022162-42022259,Scaffold_06,42022162,42022259,3,12,0.0758928081762772,0.0821241640220658,0.0252976027254257,0.00684368033517215,3.69649099409454,NA,0.0429667718644732,NA
Scaffold_10:46346092-46346119,Scaffold_10,46346092,46346119,3,9,1.19816137550925,0.874929591443169,0.399387125169752,0.097214399049241,4.10831244214609,NA,0.0430924711513998,NA
Scaffold_15:7011773-7011933,Scaffold_15,7011773,7011933,3,12,0.190121867231369,0.206505850034421,0.0633739557437895,0.0172088208362018,3.68264370621323,NA,0.0434016399013578,NA
Scaffold_15:5198537-5198596,Scaffold_15,5198537,5198596,3,11,1.23284788344034,1.20435878912455,0.410949294480112,0.109487162647686,3.75340162757242,NA,0.0445232782118082,NA
Scaffold_10:31386375-31386405,Scaffold_10,31386375,31386405,3,10,0.219820601941922,0.189935045507039,0.0732735339806405,0.0189935045507039,3.85782064521237,NA,0.0453206773410087,NA
Scaffold_17:15397798-15397927,Scaffold_17,15397798,15397927,3,12,0.689586023056051,0.761428417763167,0.22986200768535,0.0634523681469306,3.62259147133927,NA,0.0453473362759046,NA
Scaffold_04:7484907-7485697,Scaffold_04,7484907,7485697,3,9,2.08072106040588,1.57432032581121,0.69357368680196,0.174924480645689,3.96498925846061,NA,0.0469686142669917,NA
Scaffold_17:31630703-31630936,Scaffold_17,31630703,31630936,3,12,0.465675065175051,0.526238521069443,0.155225021725017,0.0438532100891202,3.53965015125603,NA,0.0482026092444324,NA
Scaffold_12:50071603-50071880,Scaffold_12,50071603,50071880,3,11,0.199975369791144,0.202067300927885,0.0666584565970481,0.0183697546298077,3.62870696644388,NA,0.048567704276642,NA
Scaffold_10:504-813,Scaffold_10,504,813,3,12,0.105986059182708,0.120651521695176,0.0353286863942361,0.010054293474598,3.51379104692871,NA,0.0491348585594476,NA
Scaffold_08:45256384-45256678,Scaffold_08,45256384,45256678,3,12,0.819697911012143,0.93326169524671,0.273232637004047,0.0777718079372258,3.51326070784659,NA,0.0491541944148739,NA
Scaffold_11:26905600-26905858,Scaffold_11,26905600,26905858,3,12,0.197052359268358,0.224598572958786,0.0656841197561195,0.0187165477465655,3.50941427049081,NA,0.0492946963088825,NA
Scaffold_16:23401795-23402047,Scaffold_16,23401795,23402047,3,12,1.26367464873864,1.4463024770931,0.421224882912881,0.120525206424425,3.49491110954461,NA,0.0498286479943019,NA
Scaffold_01:37487642-37487765,Scaffold_01,37487642,37487765,3,12,1.24879980062778,1.43794507092514,0.416266600209261,0.119828755910429,3.4738456311807,NA,0.050616127401427,NA
Scaffold_14:32724656-32724710,Scaffold_14,32724656,32724710,3,12,0.0778906647803215,0.0902795855228422,0.0259635549267738,0.00752329879357018,3.45108650329875,NA,0.0514830992519215,NA
Scaffold_07:2994909-2994988,Scaffold_07,2994909,2994988,3,12,0.799861253898536,0.935224459497413,0.266620417966179,0.0779353716247844,3.42104505833126,NA,0.0526538316666326,NA
Scaffold_17:7516502-7516522,Scaffold_17,7516502,7516522,3,11,0.951819934911736,0.993622819187802,0.317273311637245,0.0903293471988911,3.51240567407909,NA,0.0527322060113428,NA
Scaffold_01:22426186-22426265,Scaffold_01,22426186,22426265,3,12,0.0246432168645705,0.0289102835649449,0.00821440562152352,0.00240919029707874,3.40961261195676,NA,0.0531074033042627,NA
Scaffold_03:29119111-29119592,Scaffold_03,29119111,29119592,3,9,0.648609848746508,0.520649242411176,0.216203282915503,0.057849915823464,3.73731369938848,NA,0.054034688568506,NA
Scaffold_14:6931625-6932023,Scaffold_14,6931625,6932023,3,12,0.991637176676119,1.17506623314666,0.330545725558706,0.0979221860955553,3.37559585563327,NA,0.0544838609633005,NA
Scaffold_13:44347868-44348000,Scaffold_13,44347868,44348000,3,10,1.08265226549865,1.01682844732635,0.360884088499551,0.101682844732635,3.54911479363565,NA,0.055624610880708,NA
Scaffold_01:46774072-46774118,Scaffold_01,46774072,46774118,3,12,0.0793308249317369,0.0949734623459529,0.026443608310579,0.00791445519549608,3.34117859756505,NA,0.0559185464201244,NA
Scaffold_08:44124680-44124745,Scaffold_08,44124680,44124745,3,8,0.985744225972548,0.6883723082604,0.328581408657516,0.08604653853255,3.81864760931922,NA,0.0575583923618291,NA
Scaffold_11:457-521,Scaffold_11,457,521,3,12,0.0301127191977387,0.0365203196087072,0.0100375730659129,0.00304335996739227,3.29818791515277,NA,0.0577721881036825,NA
Scaffold_01:49227338-49227644,Scaffold_01,49227338,49227644,3,9,1.1978872148578,0.993358529443507,0.399295738285934,0.110373169938167,3.61768841566863,NA,0.0582626318095491,NA
Scaffold_01:34979775-34980026,Scaffold_01,34979775,34980026,3,12,0.137340015525229,0.169815991543512,0.0457800051750762,0.014151332628626,3.23503138372073,NA,0.0606252249138535,NA
Scaffold_12:44293360-44293661,Scaffold_12,44293360,44293661,3,10,1.27984258975436,1.26240360038901,0.426614196584786,0.126240360038901,3.37938038558606,NA,0.0624719697599448,NA
Scaffold_04:4220453-4220592,Scaffold_04,4220453,4220592,3,10,1.90164810514647,1.88572612579028,0.633882701715489,0.188572612579028,3.36147806962072,NA,0.0632509783829676,NA
Scaffold_05:51562436-51562883,Scaffold_05,51562436,51562883,3,12,0.139000545103276,0.175694040927157,0.0463335150344254,0.0146411700772631,3.16460465863851,NA,0.0639999179728789,NA
Scaffold_11:28313792-28313877,Scaffold_11,28313792,28313877,3,12,0.431768300895439,0.549535441125832,0.143922766965146,0.0457946200938193,3.14278766087134,NA,0.0650888492143795,NA
Scaffold_03:43770248-43770429,Scaffold_03,43770248,43770429,3,12,0.741069088391493,0.953102094240761,0.247023029463831,0.0794251745200635,3.1101351801428,NA,0.0667586781588498,NA
Scaffold_14:6536833-6537045,Scaffold_14,6536833,6537045,3,12,1.23919367793879,1.60155170396292,0.413064559312929,0.13346264199691,3.09498263433518,NA,0.0675502759856613,NA
Scaffold_01:8256540-8257368,Scaffold_01,8256540,8257368,3,12,0.347732354445209,0.450638804049831,0.11591078481507,0.0375532336708192,3.08657267257223,NA,0.067994284832075,NA
Scaffold_04:40337627-40337819,Scaffold_04,40337627,40337819,3,10,0.717919107998441,0.735455046089206,0.239306369332814,0.0735455046089206,3.25385447561111,NA,0.0681846785152098,NA
Scaffold_09:6938056-6938123,Scaffold_09,6938056,6938123,3,11,0.338607740465681,0.394237629940707,0.112869246821894,0.0358397845400642,3.14927247109202,NA,0.0686954730589519,NA
Scaffold_05:13865526-13865803,Scaffold_05,13865526,13865803,3,11,0.654140806397781,0.762184161961506,0.218046935465927,0.0692894692692278,3.14689862349349,NA,0.0688170214891801,NA
Scaffold_03:24007719-24008337,Scaffold_03,24007719,24008337,3,12,0.271638415020425,0.354025503574986,0.0905461383401416,0.0295021252979155,3.06913950862175,NA,0.0689254118791535,NA
Scaffold_14:6962455-6962573,Scaffold_14,6962455,6962573,3,12,0.488899711352949,0.641369261405932,0.162966570450983,0.0534474384504943,3.04909973565769,NA,0.0700139286360041,NA
Scaffold_11:34817958-34818017,Scaffold_11,34817958,34818017,3,12,0.423510708396866,0.557458684117404,0.141170236132289,0.046454890343117,3.03886706199502,NA,0.0705773601443177,NA
Scaffold_04:10777828-10777870,Scaffold_04,10777828,10777870,3,12,0.396403409116106,0.535815745534596,0.132134469705369,0.044651312127883,2.95925166380174,NA,0.0751436522963597,NA
Scaffold_01:44692307-44692367,Scaffold_01,44692307,44692367,3,12,0.253410590577281,0.343455429927842,0.0844701968590937,0.0286212858273202,2.95130684794264,NA,0.0756176665929045,NA
Scaffold_01:47626611-47626806,Scaffold_01,47626611,47626806,3,12,0.226801081421399,0.308063369386421,0.0756003604737996,0.0256719474488684,2.94486269981563,NA,0.0760046697011783,NA
Scaffold_01:8257433-8257952,Scaffold_01,8257433,8257952,3,12,0.308548515395792,0.420858243342085,0.102849505131931,0.0350715202785071,2.93256477949033,NA,0.0767495511314542,NA
Scaffold_08:40816028-40816067,Scaffold_08,40816028,40816067,3,12,0.237502164248465,0.324777148144286,0.0791673880828215,0.0270647623453572,2.92510930163044,NA,0.0772052080753015,NA
Scaffold_16:24876409-24876819,Scaffold_16,24876409,24876819,3,12,0.374388053171268,0.512008392013567,0.124796017723756,0.0426673660011305,2.92485872506049,NA,0.0772205764510332,NA
Scaffold_17:1664968-1665168,Scaffold_17,1664968,1665168,3,12,0.287609872429755,0.394995488067221,0.0958699574765849,0.0329162906722684,2.91253830606601,NA,0.0779805634776932,NA
Scaffold_02:11297407-11297562,Scaffold_02,11297407,11297562,3,12,0.0043342987683191,0.0060322411933108,0.00144476625610637,0.000502686766109233,2.87408850503222,NA,0.0804081418558664,NA
Scaffold_02:61737304-61737425,Scaffold_02,61737304,61737425,3,12,0.8170072055562,1.13924709129956,0.2723357351854,0.0949372576082966,2.86858649645259,NA,0.0807625640179595,NA
Scaffold_06:11138761-11139056,Scaffold_06,11138761,11139056,3,12,0.399555651172173,0.560037259239383,0.133185217057391,0.0466697716032819,2.85377906259188,NA,0.0817253516343211,NA
Scaffold_17:18011212-18011227,Scaffold_17,18011212,18011227,3,11,0.700018006018695,0.880307962031512,0.233339335339565,0.0800279965483193,2.91572131508602,NA,0.0819518971657017,NA
Scaffold_08:2408230-2408601,Scaffold_08,2408230,2408601,3,12,0.0633541459049815,0.0893796616603383,0.0211180486349938,0.00744830513836153,2.83528242233633,NA,0.0829465690796173,NA
Scaffold_11:30093979-30094281,Scaffold_11,30093979,30094281,3,11,0.155072844061284,0.196498225851704,0.0516909480204281,0.0178634750774276,2.89366698228527,NA,0.0833511252534346,NA
Scaffold_02:47740096-47740441,Scaffold_02,47740096,47740441,3,10,1.16765878498219,1.32456416525541,0.389219594994062,0.132456416525541,2.93847293474839,NA,0.0855004750634295,NA
Scaffold_10:53832902-53833154,Scaffold_10,53832902,53833154,3,12,0.442489626915882,0.635670616132752,0.147496542305294,0.052972551344396,2.78439566458408,NA,0.0864157766663312,NA
Scaffold_03:54609864-54609934,Scaffold_03,54609864,54609934,3,12,0.151787228207958,0.218116059305459,0.050595742735986,0.0181763382754549,2.78360481463474,NA,0.0864709909447198,NA
Scaffold_04:59254005-59254049,Scaffold_04,59254005,59254049,3,10,1.01164460449648,1.15830811186311,0.337214868165495,0.115830811186311,2.91127088476565,NA,0.0872247236042657,NA
Scaffold_09:36031820-36032217,Scaffold_09,36031820,36032217,3,12,0.160658863255072,0.235805327229486,0.0535529544183572,0.0196504439357905,2.72527962184193,NA,0.0906567823491421,NA
Scaffold_01:34980875-34980974,Scaffold_01,34980875,34980974,3,12,0.115543166532757,0.171170488572727,0.0385143888442522,0.0142642073810606,2.70007213267174,NA,0.0925373487567109,NA
Scaffold_02:41442654-41442687,Scaffold_02,41442654,41442687,3,11,0.939137493551827,1.25754843158676,0.313045831183942,0.114322584689705,2.73826761381937,NA,0.0940374200117877,NA
Scaffold_12:15551292-15551467,Scaffold_12,15551292,15551467,3,10,0.71433703326677,0.848185273723744,0.238112344422257,0.0848185273723744,2.80731523876717,NA,0.0942041306066915,NA
Scaffold_01:46779689-46779773,Scaffold_01,46779689,46779773,3,12,0.21403455221923,0.321761755061006,0.0713448507397434,0.0268134795884171,2.66078300298492,NA,0.0955582484407899,NA
Scaffold_08:7645061-7645114,Scaffold_08,7645061,7645114,3,10,0.465806627931641,0.558007761023618,0.155268875977214,0.0558007761023618,2.78255764207268,NA,0.0959623177363263,NA
Scaffold_13:33027091-33027178,Scaffold_13,33027091,33027178,3,12,0.224825183992531,0.339945502178139,0.0749417279975104,0.0283287918481783,2.6454261939282,NA,0.0967695890883034,NA
Scaffold_17:28122040-28122360,Scaffold_17,28122040,28122360,3,12,0.186751077292741,0.282404275341751,0.0622503590975805,0.0235336896118126,2.64515934918825,NA,0.0967907925221026,NA
Scaffold_15:19151296-19151361,Scaffold_15,19151296,19151361,3,12,0.0677306688927062,0.10257293442453,0.0225768896309021,0.00854774453537747,2.64126864548428,NA,0.0971005518153648,NA
Scaffold_14:38135509-38135606,Scaffold_14,38135509,38135606,3,10,0.453816389836387,0.547503455412039,0.151272129945462,0.0547503455412039,2.76294383989994,NA,0.0973827559265265,NA
Scaffold_01:63379976-63380013,Scaffold_01,63379976,63380013,3,12,0.511976041907327,0.783729872868978,0.170658680635776,0.0653108227390815,2.61302297963022,NA,0.0993836560904408,NA
Scaffold_04:12711735-12711757,Scaffold_04,12711735,12711757,3,10,1.44540559422203,1.76215240099852,0.481801864740678,0.176215240099852,2.73416683181129,NA,0.0995119648587691,NA
Scaffold_14:6530399-6532571,Scaffold_14,6530399,6532571,3,12,0.201726838888687,0.309809762616917,0.0672422796295622,0.0258174802180764,2.60452526976206,NA,0.100082501613439,NA
Scaffold_04:45128855-45128964,Scaffold_04,45128855,45128964,3,12,0.64490407496012,0.991033938343773,0.214968024986707,0.0825861615286478,2.60295455083159,NA,0.100212291004519,NA
Scaffold_07:33281632-33281873,Scaffold_07,33281632,33281873,3,12,0.0225471378206317,0.0347161374173212,0.00751571260687723,0.00289301145144343,2.59788553658416,NA,0.100632461439032,NA
Scaffold_17:4821767-4821980,Scaffold_17,4821767,4821980,3,12,0.593138840201457,0.914504400263928,0.197712946733819,0.076208700021994,2.5943618861988,NA,0.100925723820732,NA
Scaffold_06:48016474-48016570,Scaffold_06,48016474,48016570,3,12,0.229499194074316,0.354011055398567,0.0764997313581054,0.0295009212832139,2.59313024917747,NA,0.101028459531242,NA
Scaffold_01:83302223-83302371,Scaffold_01,83302223,83302371,3,12,0.334946627870164,0.517499514240862,0.111648875956721,0.0431249595200718,2.5889618726426,NA,0.101377048624469,NA
Scaffold_05:19756107-19756226,Scaffold_05,19756107,19756226,3,12,0.286276351658292,0.44269749283417,0.0954254505527639,0.0368914577361809,2.58665437498222,NA,0.101570609204095,NA
Scaffold_11:5682771-5682821,Scaffold_11,5682771,5682821,3,12,0.389931146017075,0.606100918455067,0.129977048672358,0.0505084098712556,2.5733743945546,NA,0.102692826399285,NA
Scaffold_06:25734759-25734904,Scaffold_06,25734759,25734904,3,12,0.56652900351708,0.883827787470887,0.18884300117236,0.0736523156225739,2.56397914411914,NA,0.103495330140521,NA
Scaffold_06:4121225-4121495,Scaffold_06,4121225,4121495,3,11,0.184464816904848,0.260516811305484,0.061488272301616,0.0236833464823167,2.59626621379401,NA,0.105215836446793,NA
Scaffold_11:40924567-40924640,Scaffold_11,40924567,40924640,3,12,0.103879779088156,0.16422422746546,0.0346265930293854,0.0136853522887884,2.53019376474167,NA,0.106440953953798,NA
Scaffold_02:62605245-62605295,Scaffold_02,62605245,62605295,3,12,0.453000741403318,0.716335980462669,0.151000247134439,0.0596946650385558,2.52954341961565,NA,0.106498587605988,NA
Scaffold_10:53868608-53868692,Scaffold_10,53868608,53868692,3,11,0.451555530156814,0.641733003774639,0.150518510052271,0.0583393639795126,2.58005058308709,NA,0.106587827655929,NA
