"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"	"per.meth"
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	31215230	51	44	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.2"	"Ambient"	53.6842105263158
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	31215230	51	44	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.3"	"Ambient"	53.6842105263158
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	31215230	51	44	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.2"	"Ambient"	53.6842105263158
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	31215230	51	44	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.3"	"Ambient"	53.6842105263158
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	31490770	3	26	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-315.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-315.4"	"Ambient"	10.3448275862069
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	33689679	100	26	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-337.10;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-337.10"	"Ambient"	79.3650793650794
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	34766686	0	33	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	34766689	0	36	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	34766718	0	42	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	34766739	0	38	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	35510295	48	19	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-355.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-355.3"	"Ambient"	71.6417910447761
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	35510353	28	7	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-355.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-355.3"	"Ambient"	80
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	36000359	1	30	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2"	"Ambient"	3.2258064516129
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	36000371	0	40	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	36000395	0	44	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	39334328	8	27	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-393.7;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-393.7"	"Ambient"	22.8571428571429
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	45697998	1	45	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-457.5;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-457.5"	"Ambient"	2.17391304347826
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205842	56	11	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	83.5820895522388
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205855	80	15	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	84.2105263157895
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205869	92	19	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	82.8828828828829
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205872	108	3	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	97.2972972972973
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205875	88	3	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	96.7032967032967
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205911	96	17	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	84.9557522123894
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205924	75	14	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	84.2696629213483
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205938	67	10	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	87.012987012987
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205941	74	3	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	96.1038961038961
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46205944	51	8	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	"Ambient"	86.4406779661017
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46541433	32	24	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0"	"Ambient"	57.1428571428571
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46541469	37	18	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0"	"Ambient"	67.2727272727273
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46541482	31	25	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0"	"Ambient"	55.3571428571429
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46541502	28	13	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0"	"Ambient"	68.2926829268293
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	46541513	34	11	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0"	"Ambient"	75.5555555555556
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	5062678	0	36	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-50.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-50.1"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	6371384	0	41	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	6371411	0	33	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	6371465	0	28	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7"	"Ambient"	0
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7674941	32	19	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	62.7450980392157
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7674974	37	45	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	45.1219512195122
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7674980	36	45	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	44.4444444444444
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7674983	51	32	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	61.4457831325301
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7674991	35	49	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	41.6666666666667
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7675007	14	52	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	21.2121212121212
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7675021	26	33	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	44.0677966101695
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	7675031	12	28	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	"Ambient"	30
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	8473968	26	48	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-85.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-85.0"	"Ambient"	35.1351351351351
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	9207051	68	24	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17"	"Ambient"	73.9130434782609
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	9212132	43	26	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17"	"Ambient"	62.3188405797101
"EPI_151"	"PGA_scaffold12__71_contigs__length_50438331"	9212171	52	18	"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17"	"Ambient"	74.2857142857143
"EPI_151"	"PGA_scaffold18__69_contigs__length_27737463"	11397863	0	33	"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16"	"Ambient"	0
"EPI_151"	"PGA_scaffold18__69_contigs__length_27737463"	11397874	0	34	"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16"	"Ambient"	0
"EPI_151"	"PGA_scaffold18__69_contigs__length_27737463"	11397890	1	27	"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16"	"Ambient"	3.57142857142857
"EPI_151"	"PGA_scaffold18__69_contigs__length_27737463"	11398032	0	48	"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16"	"Ambient"	0
