ID,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,comparison
Scaffold_01:46681763-46681990,0.0692671094692503,-0.137562421759805,0.135672542756667,0.334899513902295,0.723957007810968,3,8.66896288156961,-9.33792576313922,-7.39829916398722,0.165663349722536,9,Day_10
Scaffold_01:46698209-46698368,0.0959942555714292,-0.104895909857142,0.127829407879025,0.477844474699092,0.634995073306522,3,9.38353389517526,-10.7670677903505,-8.82744119119852,0.14706321766832,9,Day_10
Scaffold_01:46746345-46746494,0.32058986994385,0.169609841042483,0.089267200792463,2.12339255911314,0.175628131436142,3,13.6922838473628,-19.3845676947255,-17.4449410955735,0.0717176982358972,9,Day_10
Scaffold_01:46757401-46757467,0.119604771758584,-0.0760386122950647,0.14480897337333,0.611340742939645,0.563701979657224,3,7.88690799793868,-7.77381599587737,-5.83418939672537,0.188726748924941,9,Day_10
Scaffold_01:46777818-46778066,0.233417509725759,0.063065845220372,0.195257243856677,1.37020973879817,0.302353519529751,3,4.30007872264132,-0.600157445282647,1.33946915386935,0.343128521506552,9,Day_10
Scaffold_01:46781610-46781762,0.0537353170011668,-0.156545723665241,0.0971897373116394,0.25554047493237,0.779932183039036,3,12.6719119118982,-17.3438238237964,-15.4041972246444,0.0850126053483492,9,Day_10
Scaffold_01:46840306-46840564,0.244175706573613,0.0762147524788606,0.263879453632506,1.45376470316944,0.28372252115192,3,0.685984777989727,6.62803044402055,8.56765704317255,0.626691294444511,9,Day_10
Scaffold_01:47239737-47239815,0.247592524900133,0.0803908637668292,0.292718394169325,1.48080182470637,0.277996262483545,3,-0.558639033591465,9.11727806718293,11.0569046663349,0.771156524565614,9,Day_10
Scaffold_01:47239836-47240020,0.028119871419857,-0.187853490486842,0.327389395102565,0.130200646837201,0.879543171279074,3,-1.90190989382879,11.8038197876576,13.7434463868096,0.964654344230614,9,Day_10
Scaffold_01:47391283-47391339,0.129489238040692,-0.0881384524491353,0.488668736688291,0.595003502308199,0.574244148344073,3,-5.98005340342747,19.9601068068549,21.5516878980484,1.91037707373224,8,Day_10
Scaffold_01:47615661-47615788,0.108060918063991,-0.0901477668106774,0.324487443888716,0.545187604328844,0.597734567052088,3,-1.79506871609767,11.5901374321953,13.5297640313473,0.947628911172892,9,Day_10
Scaffold_01:48029195-48029296,0.109103411987942,-0.145438470301217,0.341067721912571,0.428626562382378,0.667414341825722,3,-1.64926837802796,11.2985367560559,12.5088771280321,0.814290336514416,7,Day_10
Scaffold_01:48440744-48440832,0.181818181818182,0,0.218702036177672,1,0.405344429705902,3,2.93937052794123,2.12125894411753,4.06088554326953,0.430475225654338,9,Day_10
Scaffold_01:49227440-49227644,0.0268703397573476,-0.216412075303315,0.525643940787738,0.110449165635944,0.896773650058056,3,-6.78238498886971,21.5647699777394,23.1563510689329,2.2104124198949,8,Day_10
Scaffold_01:493361-493473,0.110318878211493,-0.112101402235633,0.506815546984041,0.495992892328531,0.626523696129183,3,-6.38113864744202,20.762277294884,22.3538583860775,2.05489598931786,8,Day_10
Scaffold_01:49463330-49463386,0.195881908594051,0.017188999392729,0.2145731359046,1.0961929573454,0.374920553313036,3,3.16808570184844,1.66382859630312,3.60345519545513,0.414374675867407,9,Day_10
Scaffold_01:49487205-49487370,0.054716349553521,-0.215364693431187,0.543467685140446,0.202592336540329,0.82123511789194,3,-6.30816030083498,20.61632060167,21.8266609736461,2.06749987354341,7,Day_10
Scaffold_01:49495943-49496079,0.293636965755898,0.117046207194873,0.471716663540671,1.66281048990695,0.248949841302224,3,-5.59168395383876,19.1833679076775,20.774948998871,1.78013288529554,8,Day_10
Scaffold_01:50011972-50012178,0.147578992924297,-0.0418478975369698,0.141118463508299,0.779081536760344,0.487465234478453,3,8.19669693170598,-8.39339386341196,-6.45376726425996,0.179229786686488,9,Day_10
Scaffold_01:50897774-50897892,0.16917382685464,-0.0154542116221073,0.249847296805683,0.916295424304941,0.43430593333898,3,1.34169436248598,5.31661127502803,7.25623787418003,0.561813045489964,9,Day_10
Scaffold_01:51854862-51854949,0.150508267980344,-0.038267672468469,0.209445319830929,0.79728522407311,0.479972332170662,3,3.45834095882496,1.08331808235008,3.02294468150208,0.394806077991721,9,Day_10
Scaffold_01:52203007-52203091,0.0981912067663425,-0.159468448443274,0.772472998320994,0.381088792059665,0.696467138349419,3,-9.82442836784396,27.6488567356879,28.8591971076641,4.17700173194519,7,Day_10
Scaffold_01:55356589-55356823,0.0998520237698559,-0.100180859836843,0.301547205569581,0.499178044976761,0.622891769423969,3,-0.915225491538788,9.83045098307758,11.7700775822296,0.818376454681406,9,Day_10
Scaffold_01:55358080-55358320,0.00500285271354853,-0.216107624461219,0.321929901542992,0.0226260319161369,0.977683442327766,3,-1.70011251324182,11.4002250264836,13.3398516256356,0.932749753567323,9,Day_10
Scaffold_01:55359582-55360181,0.271867835463543,0.0898347943294286,0.209546925940144,1.49350817725032,0.28108706710876,3,3.33405497577723,1.33189004844554,2.92347113963902,0.351279313367714,8,Day_10
Scaffold_01:55953467-55953560,0.312194988580808,0.159349430487654,0.161374772158098,2.04255192284055,0.18560685466715,3,6.58714013659323,-5.17428027318645,-3.23465367403445,0.234376353801702,9,Day_10
Scaffold_01:59577464-59578041,0.264351342574212,0.10087386314626,0.452535115852678,1.61705051667815,0.251198481759197,3,-5.78649098663879,19.5729819732776,21.5126085724296,1.84309227971817,9,Day_10
Scaffold_01:59747693-59747843,0.00947302602806305,-0.210644079299034,0.41032261649776,0.0430363011270115,0.958072512439869,3,-4.6114312533867,17.2228625067734,19.1624891059254,1.51528184648611,9,Day_10
Scaffold_01:60237055-60237197,0.112699299175982,-0.084478634340466,0.534187131141056,0.571561417477688,0.583873427217747,3,-7.77706114101613,23.5541222820323,25.4937488811843,2.56820301969041,9,Day_10
Scaffold_01:60253178-60253302,0.0644098891861395,-0.143499024328052,0.219845980692458,0.309798594477976,0.741114485725227,3,2.87676682306103,2.24646635387793,4.18609295302994,0.434990297039659,9,Day_10
Scaffold_01:6048797-6049035,0.134952595905655,-0.0813092551179306,0.272697017140781,0.624024048933795,0.559963383206182,3,0.436504857682384,7.12699028463523,8.71857137582871,0.594909305259833,8,Day_10
Scaffold_01:6106201-6106422,0.0644830540066973,-0.169396182491628,0.479631374184905,0.275710896666789,0.765960960268312,3,-5.77471649784394,19.5494329956879,21.1410140868814,1.84037004082001,8,Day_10
Scaffold_01:63138926-63139447,0.138530667552851,-0.052906961879849,0.245002754654119,0.723633425483632,0.511186289366536,3,1.57665993642762,4.84668012714475,6.78630672629675,0.540237148092958,9,Day_10
Scaffold_01:63469018-63469246,0.0603057398484008,-0.174617825189499,0.341837983864396,0.256703663758345,0.779733684964467,3,-2.04922610297956,12.0984522059591,13.6900332971526,0.934825657699798,8,Day_10
Scaffold_01:64043890-64043955,0.00659327291887681,-0.241758408851404,0.379769169003482,0.0265481307470083,0.973886591229736,3,-3.20672007502403,14.4134401500481,16.0050212412415,1.15379697380476,8,Day_10
Scaffold_01:64882286-64882699,0.133426295699523,-0.0591456385894724,0.35165610105054,0.692864701142215,0.524958266736,3,-2.75995116457575,13.5199023291515,15.4595289283035,1.11295812065461,9,Day_10
Scaffold_01:65914472-65914645,0.100902602931203,-0.0988968186396406,0.321737896533057,0.505019494740758,0.61962699704065,3,-1.69295335382934,11.3859067076587,13.3255333068107,0.931637466589646,9,Day_10
Scaffold_01:65914951-65916215,0.0476673334171514,-0.163962148045704,0.420554766292248,0.225239570062065,0.80269224507434,3,-4.90700315777148,17.814006315543,19.753632914695,1.59179680306014,9,Day_10
Scaffold_01:66291962-66292277,0.0868370750673413,-0.116088019362139,0.196102534276122,0.427926744651676,0.664457514459245,3,4.24824150597493,-0.49648301194987,1.44314358720213,0.346105835545658,9,Day_10
Scaffold_01:66292322-66292362,0.189158737886017,0.00897179074957599,0.371151452807198,1.04979156865776,0.389234461608875,3,-3.40742911070747,14.8148582214149,16.7544848205669,1.23978060828804,9,Day_10
Scaffold_01:66292929-66293118,0.161229658072866,-0.0251637512442755,0.382791571571294,0.86499656110984,0.453308430821396,3,-3.77799431393055,15.5559886278611,17.4956152270131,1.31876448539419,9,Day_10
Scaffold_01:66409004-66409283,0.202606049322245,0.0254073936160777,0.535340671303467,1.14338367023624,0.361017467037679,3,-7.80294637239545,23.6058927447909,25.5455193439429,2.57930670916482,9,Day_10
Scaffold_01:67741874-67741959,0.0158355923048898,-0.202867609405135,0.0777633877614048,0.072406769453179,0.930688711385917,3,15.3478446709162,-22.6956893418325,-20.7560627426805,0.0544243002851754,9,Day_10
Scaffold_01:6935682-6935764,0.187193576116415,0.00656992636450759,0.45111890050457,1.03637356665936,0.393497586504214,3,-5.74887792282583,19.4977558456517,21.4373824448037,1.83157436153207,9,Day_10
Scaffold_01:69881884-69881994,0.00155692166340052,-0.220319317966955,0.271028238078604,0.0070170725175185,0.993012916802267,3,0.365217204000086,7.26956559199983,9.20919219115183,0.66110675252393,9,Day_10
Scaffold_01:70213866-70214464,0.171751680831557,-0.0123035012058752,0.0587344281611951,0.933153193136541,0.428274813293532,3,18.7155806002456,-29.4311612004911,-27.4915346013391,0.0310475974628033,9,Day_10
Scaffold_01:70448587-70448753,0.0803067702907918,-0.124069502977921,0.327709305291935,0.392935877567377,0.686109531352188,3,-1.91363002874979,11.8272600574996,13.7668866566516,0.966540498974304,9,Day_10
Scaffold_01:70499755-70499810,0.12543426768884,-0.0689136728247517,0.174405969088424,0.64541084077023,0.547099168416321,3,5.65526453627682,-3.31052907255364,-1.37090247340164,0.273756978483052,9,Day_10
Scaffold_01:70691592-70691656,0.21635795318911,0.0204474414863872,0.240717404417432,1.10437133418045,0.377112494044744,3,1.80861957817971,4.38276084364058,5.97434193483406,0.463558950315725,8,Day_10
Scaffold_01:70783301-70783377,0.366687030437979,0.225950814979752,0.129220399965211,2.60549162306285,0.128021443274548,3,9.25365970381554,-10.5073194076311,-8.56769280847909,0.150281205904522,9,Day_10
Scaffold_01:7087749-7087788,0.253834066722191,0.0672925834027391,0.411019650503398,1.36073790239729,0.309985706267526,3,-4.07657154806398,16.153143096128,17.7447241873214,1.35149722479948,8,Day_10
Scaffold_01:71221614-71221669,0.0929524856439526,-0.166203947029204,0.418188891707757,0.358673271912114,0.710730791952571,3,-3.6877900674226,15.3755801348452,16.5859205068214,1.22417364403433,7,Day_10
Scaffold_01:71271604-71271780,0.117796004868165,-0.0782493273833542,0.145222256643647,0.600861053488572,0.568932300204868,3,7.85270890427402,-7.70541780854804,-5.76579120939604,0.18980553442206,9,Day_10
Scaffold_01:71966841-71966872,0.0406999770200935,-0.17247780586433,0.223468031201425,0.1909203504671,0.829459235171524,3,2.68067298372728,2.63865403254544,4.57828063169744,0.44944164872137,9,Day_10
Scaffold_01:71968098-71968184,0.139793932158579,-0.0513629718061812,0.318512676136491,0.731304646911158,0.507821703177814,3,-1.57205390044214,11.1441078008843,13.0837344000363,0.913052923736661,9,Day_10
Scaffold_01:72866652-72866741,0.190600273701956,0.0107336678579457,0.505115999229812,1.05967571249582,0.38613017280372,3,-7.10556386807808,22.2111277361562,24.1507543353082,2.29627955410138,9,Day_10
Scaffold_01:7298062-7298237,0.0909617726323672,-0.111046722338218,0.138445276004483,0.450286868607245,0.651057971245555,3,8.42619184268748,-8.85238368537497,-6.91275708622297,0.172503850031616,9,Day_10
Scaffold_01:7298280-7298385,0.0810397210174739,-0.123173674311976,0.0999818912521792,0.396838419373692,0.683652379247764,3,12.3320243987015,-16.6640487974029,-14.7244221982509,0.0899674072052633,9,Day_10
Scaffold_01:72998891-72998973,0.293253107634748,0.0913254241018185,0.308135615902356,1.45226797289004,0.29677251446245,3,-0.633857796894225,9.26771559378845,10.4780559657646,0.664632904512669,7,Day_10
Scaffold_01:73000029-73000794,0.115206264476381,-0.0814145656399792,0.343667100918692,0.585931126464078,0.576486545642672,3,-2.48418812315568,12.9683762463114,14.9080028454634,1.06296368628473,9,Day_10
Scaffold_01:73423235-73423324,0.105388723440819,-0.0934137824612213,0.230071708253566,0.530117681176258,0.60583541443168,3,2.33120095987663,3.33759808024674,5.27722467939874,0.476396918448426,9,Day_10
Scaffold_01:74312673-74312767,0.00575306596855675,-0.215190697149542,0.271627548999097,0.0260385986341765,0.974370601169579,3,0.338711510552734,7.32257697889453,9.26220357804653,0.664033728377311,9,Day_10
Scaffold_01:74887141-74887551,0.025700850413722,-0.190810071716562,0.195321461734942,0.118704636980192,0.889437540248279,3,4.2961327085085,-0.592265417017,1.347361182135,0.343354260728469,9,Day_10
Scaffold_01:75572573-75572626,0.0927762912291915,-0.108828977386544,0.156392285135759,0.46018783073584,0.645230310391881,3,6.96348339462329,-5.92696678924658,-3.98734019009458,0.220126921649862,9,Day_10
Scaffold_01:75698490-75698758,0.0648038429421913,-0.143017525292877,0.392043992029914,0.31182473435018,0.739711228104518,3,-4.06459531267812,16.1291906253562,18.0688172245082,1.38328642518076,9,Day_10
Scaffold_01:75757997-75758157,0.35056762461759,0.206249318977054,0.0518724437228539,2.42912791320302,0.143351654053568,3,20.2064409875809,-32.4128819751618,-30.4732553760098,0.0242167537600258,9,Day_10
Scaffold_01:76274989-76275137,0.205775965841096,0.0292817360280057,0.482567183062088,1.16590761102511,0.354603986238415,3,-6.5575484230762,21.1150968461524,23.0547234453044,2.09583977551631,9,Day_10
Scaffold_01:76276092-76276222,0.0726473972674422,-0.192310489227574,0.389770296647393,0.274184694890403,0.76799277298327,3,-2.98403364902863,13.9680672980573,15.1784076700334,1.06344618904018,7,Day_10
