"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"	"per.meth"
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	10236366	21	9	"PGEN_00000265"	"Low"	70
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	11168882	0	21	"PGEN_00000289"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	11617623	0	18	"PGEN_00000301"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	11617629	1	18	"PGEN_00000301"	"Low"	5.26315789473684
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	12030520	14	0	"PGEN_00000315"	"Low"	100
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	12032541	11	19	"PGEN_00000315"	"Low"	36.6666666666667
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	12032558	16	3	"PGEN_00000315"	"Low"	84.2105263157895
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	12229634	7	24	"PGEN_00000319"	"Low"	22.5806451612903
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	12229701	22	13	"PGEN_00000319"	"Low"	62.8571428571429
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	15712976	0	14	"PGEN_00000401"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	17777372	4	14	"PGEN_00000451"	"Low"	22.2222222222222
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	4	40	"PGEN_00000451"	"Low"	9.09090909090909
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18101956	15	10	"PGEN_00000455"	"Low"	60
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18102020	25	2	"PGEN_00000455"	"Low"	92.5925925925926
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18102029	21	2	"PGEN_00000455"	"Low"	91.304347826087
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18102035	20	2	"PGEN_00000455"	"Low"	90.9090909090909
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18102056	18	3	"PGEN_00000455"	"Low"	85.7142857142857
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18102432	21	3	"PGEN_00000455"	"Low"	87.5
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	18102449	21	3	"PGEN_00000455"	"Low"	87.5
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	2	46	"PGEN_00000039"	"Low"	4.16666666666667
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	101	55	"PGEN_00000039"	"Low"	64.7435897435898
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	106	27	"PGEN_00000039"	"Low"	79.6992481203008
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	48	38	"PGEN_00000039"	"Low"	55.8139534883721
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19930043	23	30	"PGEN_00000497"	"Low"	43.3962264150943
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	21	21	"PGEN_00000498"	"Low"	50
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	1	41	"PGEN_00000498"	"Low"	2.38095238095238
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	29	12	"PGEN_00000498"	"Low"	70.7317073170732
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19938116	9	8	"PGEN_00000498"	"Low"	52.9411764705882
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19938611	23	2	"PGEN_00000498"	"Low"	92
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	21	9	"PGEN_00000498"	"Low"	70
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	58	34	"PGEN_00000505"	"Low"	63.0434782608696
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20225346	0	20	"PGEN_00000507"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20225361	0	21	"PGEN_00000507"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20225364	0	16	"PGEN_00000507"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20594769	0	25	"PGEN_00000515"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20594775	0	25	"PGEN_00000515"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20594778	0	23	"PGEN_00000515"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	0	66	"PGEN_00000515"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	1	61	"PGEN_00000515"	"Low"	1.61290322580645
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	1	32	"PGEN_00000520"	"Low"	3.03030303030303
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	2	21	"PGEN_00000520"	"Low"	8.69565217391304
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	21098604	7	6	"PGEN_00000526"	"Low"	53.8461538461538
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	21847027	13	5	"PGEN_00000545"	"Low"	72.2222222222222
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	21847033	15	5	"PGEN_00000545"	"Low"	75
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	21847068	10	9	"PGEN_00000545"	"Low"	52.6315789473684
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	21847093	5	12	"PGEN_00000545"	"Low"	29.4117647058824
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	0	45	"PGEN_00000578"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	1	77	"PGEN_00000578"	"Low"	1.28205128205128
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	32	5	"PGEN_00000055"	"Low"	86.4864864864865
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	26	10	"PGEN_00000055"	"Low"	72.2222222222222
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	27	10	"PGEN_00000055"	"Low"	72.972972972973
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	28	9	"PGEN_00000055"	"Low"	75.6756756756757
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	30	7	"PGEN_00000055"	"Low"	81.0810810810811
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	2397404	17	10	"PGEN_00000055"	"Low"	62.962962962963
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	2	16	"PGEN_00000594"	"Low"	11.1111111111111
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	44	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24627799	0	34	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24627889	0	26	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24627977	0	18	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	1	80	"PGEN_00000598"	"Low"	1.23456790123457
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	1	66	"PGEN_00000598"	"Low"	1.49253731343284
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24628517	0	30	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	1	35	"PGEN_00000598"	"Low"	2.77777777777778
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	0	18	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	65	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24635078	0	21	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24636512	0	13	"PGEN_00000598"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	16	75	"PGEN_00000616"	"Low"	17.5824175824176
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	2	92	"PGEN_00000616"	"Low"	2.12765957446809
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	14	27	"PGEN_00000616"	"Low"	34.1463414634146
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	9	23	"PGEN_00000616"	"Low"	28.125
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	1	32	"PGEN_00000616"	"Low"	3.03030303030303
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	17	50	"PGEN_00000616"	"Low"	25.3731343283582
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	19	36	"PGEN_00000616"	"Low"	34.5454545454545
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	12	31	"PGEN_00000616"	"Low"	27.906976744186
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	4	24	"PGEN_00000616"	"Low"	14.2857142857143
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24995892	1	10	"PGEN_00000616"	"Low"	9.09090909090909
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	24996180	2	11	"PGEN_00000616"	"Low"	15.3846153846154
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	57	9	"PGEN_00000622"	"Low"	86.3636363636364
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	26	53	"PGEN_00000622"	"Low"	32.9113924050633
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	47	63	"PGEN_00000622"	"Low"	42.7272727272727
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	25317572	23	17	"PGEN_00000622"	"Low"	57.5
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	33	24	"PGEN_00000622"	"Low"	57.8947368421053
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	23	31	"PGEN_00000622"	"Low"	42.5925925925926
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	26620574	7	20	"PGEN_00000653"	"Low"	25.9259259259259
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	5	28	"PGEN_00000653"	"Low"	15.1515151515152
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	26775073	16	35	"PGEN_00000656"	"Low"	31.3725490196078
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28201902	0	17	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202670	0	36	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202684	1	37	"PGEN_00000679"	"Low"	2.63157894736842
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202716	1	35	"PGEN_00000679"	"Low"	2.77777777777778
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202730	0	34	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202911	0	44	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202943	0	52	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202957	0	41	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28202989	0	29	"PGEN_00000679"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	23	11	"PGEN_00000682"	"Low"	67.6470588235294
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	23	6	"PGEN_00000682"	"Low"	79.3103448275862
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	24	5	"PGEN_00000682"	"Low"	82.7586206896552
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	14	23	"PGEN_00000682"	"Low"	37.8378378378378
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	29	53	"PGEN_00000682"	"Low"	35.3658536585366
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	29347407	6	5	"PGEN_00000702"	"Low"	54.5454545454545
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	29347495	6	7	"PGEN_00000702"	"Low"	46.1538461538462
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227750	0	24	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227779	0	27	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227784	0	27	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227797	0	28	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227803	0	29	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227820	0	30	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	30	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	2	29	"PGEN_00000727"	"Low"	6.45161290322581
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227858	0	16	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227870	0	14	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227877	0	16	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227942	0	27	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	0	36	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30228531	1	47	"PGEN_00000727"	"Low"	2.08333333333333
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30228540	0	48	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30228546	0	48	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30228567	0	47	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	30228581	0	43	"PGEN_00000727"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	31551105	3	27	"PGEN_00000766"	"Low"	10
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	8	76	"PGEN_00000766"	"Low"	9.52380952380952
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	32218489	1	14	"PGEN_00000787"	"Low"	6.66666666666667
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	32679095	0	18	"PGEN_00000802"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	32679108	0	15	"PGEN_00000802"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	32679112	2	16	"PGEN_00000802"	"Low"	11.1111111111111
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	33081617	3	33	"PGEN_00000820"	"Low"	8.33333333333333
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	33081650	1	28	"PGEN_00000820"	"Low"	3.44827586206897
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	33081656	1	31	"PGEN_00000820"	"Low"	3.125
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	33464	4	17	"PGEN_00000001"	"Low"	19.047619047619
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	33477	4	17	"PGEN_00000001"	"Low"	19.047619047619
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	33490	6	13	"PGEN_00000001"	"Low"	31.5789473684211
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	2	126	"PGEN_00000099"	"Low"	1.5625
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	0	38	"PGEN_00000099"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	0	40	"PGEN_00000102"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	44	"PGEN_00000102"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	0	46	"PGEN_00000102"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	15	24	"PGEN_00000113"	"Low"	38.4615384615385
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	0	23	"PGEN_00000114"	"Low"	0
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822781	21	13	"PGEN_00000114"	"Low"	61.7647058823529
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822789	15	18	"PGEN_00000114"	"Low"	45.4545454545455
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822844	24	38	"PGEN_00000114"	"Low"	38.7096774193548
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822857	24	34	"PGEN_00000114"	"Low"	41.3793103448276
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	24	37	"PGEN_00000114"	"Low"	39.344262295082
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	28	35	"PGEN_00000114"	"Low"	44.4444444444444
"EPI_103"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	24	40	"PGEN_00000114"	"Low"	37.5
