ID,scaffold,start,end,df_Initial.Treatment,df_Secondary.Treatment,df_Initial.Treatment.Secondary.Treatment,df_Residuals,sumsq_Initial.Treatment,sumsq_Secondary.Treatment,sumsq_Initial.Treatment.Secondary.Treatment,sumsq_Residuals,meansq_Initial.Treatment,meansq_Secondary.Treatment,meansq_Initial.Treatment.Secondary.Treatment,meansq_Residuals,statistic_Initial.Treatment,statistic_Secondary.Treatment,statistic_Initial.Treatment.Secondary.Treatment,statistic_Residuals,p.value_Initial.Treatment,p.value_Secondary.Treatment,p.value_Initial.Treatment.Secondary.Treatment,p.value_Residuals
Scaffold_12:50072453-50072531,Scaffold_12,50072453,50072531,2,1,2,17,0.0101168983626151,0.00407219265819692,0.349045387931869,0.817522200141111,0.00505844918130756,0.00407219265819692,0.174522693965934,0.0480895411847713,0.105188135646207,0.0846793826239806,3.62911954795695,NA,0.900736424888305,0.774573880629865,0.0486981000343592,NA
Scaffold_04:716832-716907,Scaffold_04,716832,716907,2,1,2,18,0.0714725552679551,0.0129128813532964,0.257322054310948,0.646091116507575,0.0357362776339776,0.0129128813532964,0.128661027155474,0.0358939509170875,0.995607246372121,0.359750905747997,3.58447660032388,NA,0.388955517007514,0.556120528671354,0.0489402481265023,NA
Scaffold_17:15042311-15042333,Scaffold_17,15042311,15042333,2,1,2,17,0.108171972502675,0.0179328054233566,1.08731098243528,2.56142770398536,0.0540859862513376,0.0179328054233566,0.543655491217639,0.150672217881492,0.358964559039529,0.119018659680587,3.60819996454317,NA,0.703567342115854,0.734332807815526,0.0494179128544002,NA
Scaffold_17:15396775-15396786,Scaffold_17,15396775,15396786,2,1,2,15,0.125960639182925,0.0337619665602338,0.598897836637894,1.21473936309528,0.0629803195914625,0.0337619665602338,0.299448918318947,0.0809826242063523,0.77770163919339,0.416903834509052,3.69769344045853,NA,0.477129435639289,0.528240509176015,0.0494874610805228,NA
Scaffold_04:10777828-10777870,Scaffold_04,10777828,10777870,2,1,2,18,0.14706377345416,0.0451102034088732,0.297768988262732,0.757878987485291,0.07353188672708,0.0451102034088732,0.148884494131366,0.0421043881936273,1.74641860104761,1.07138959486653,3.53608021678606,NA,0.202679023759051,0.314338594161238,0.0506671787726884,NA
Scaffold_15:41006808-41006827,Scaffold_15,41006808,41006827,2,1,2,18,0.0203420862403953,0.0819231366464547,0.10721328476554,0.274570356569561,0.0101710431201976,0.0819231366464547,0.0536066423827698,0.0152539086983089,0.666782745416932,5.37063242390698,3.51428892377681,NA,0.525587419022155,0.032458939444902,0.0514667787563972,NA
Scaffold_14:19301900-19302075,Scaffold_14,19301900,19302075,2,1,2,16,0.31247532168193,0.0351075010953542,0.319373173339278,0.716334943075591,0.156237660840965,0.0351075010953542,0.159686586669639,0.0447709339422245,3.48971189751335,0.784158336760618,3.56674682899646,NA,0.0552391241800379,0.388987407512888,0.0523636675069961,NA
Scaffold_10:16060528-16060855,Scaffold_10,16060528,16060855,2,1,2,18,0.247784860584877,0.0149741090910192,0.227997914843816,0.591328117990412,0.123892430292439,0.0149741090910192,0.113998957421908,0.0328515621105784,3.77127973018197,0.455811173928848,3.47012288299068,NA,0.0428620391380057,0.508168719631812,0.0531307549374385,NA
Scaffold_11:14396060-14396110,Scaffold_11,14396060,14396110,2,1,2,18,0.0243327977109006,0.0479413033095991,0.237052281777072,0.625639215553528,0.0121663988554503,0.0479413033095991,0.118526140888536,0.0347577341974182,0.350034291255786,1.37929886445705,3.41006523081531,NA,0.709355192446387,0.255524793714431,0.0554901637540081,NA
Scaffold_09:3346026-3346221,Scaffold_09,3346026,3346221,2,1,2,18,0.121272585813361,0.00618461224002067,0.130381314248813,0.344579957534941,0.0606362929066803,0.00618461224002067,0.0651906571244063,0.0191433309741634,3.16748913700115,0.323068762085745,3.40539779688238,NA,0.066278684555002,0.576792267860448,0.0556783464480214,NA
Scaffold_06:59692179-59692592,Scaffold_06,59692179,59692592,2,1,2,18,0.0379336271771286,0.0523596929976644,0.210694319720068,0.568423754423431,0.0189668135885643,0.0523596929976644,0.105347159860034,0.0315790974679684,0.600612908833221,1.65804906396626,3.33597753915833,NA,0.559103162850008,0.214176898416604,0.0585626142225464,NA
Scaffold_06:38901711-38902517,Scaffold_06,38901711,38902517,2,1,2,18,0.0206737639859893,0.0345466662996627,0.0687301429513146,0.185882895599538,0.0103368819929947,0.0345466662996627,0.0343650714756573,0.0103268275333077,1.00097362521593,3.34533197036915,3.32774720646953,NA,0.387081172083664,0.0840135237728059,0.0589154370528317,NA
Scaffold_01:63138926-63139447,Scaffold_01,63138926,63139447,2,1,2,18,0.0361811253718709,0.0270778788710231,0.295416274044515,0.822952342027929,0.0180905626859355,0.0270778788710231,0.147708137022257,0.0457195745571072,0.39568528056487,0.592260079699579,3.23074172174894,NA,0.67893224374768,0.451528283138173,0.0632568305517118,NA
Scaffold_04:40338200-40338342,Scaffold_04,40338200,40338342,2,1,2,15,0.0428009298372246,0.631754515157207,0.999960940137098,2.24961701979617,0.0214004649186123,0.631754515157207,0.499980470068549,0.149974467986411,0.142694054567684,4.2124137770867,3.3337705862964,NA,0.868182276269932,0.0580054467390936,0.0634033513566636,NA
Scaffold_13:43165212-43165272,Scaffold_13,43165212,43165272,2,1,2,15,0.0876965624330371,0.238813580696117,0.423368121551673,0.95360753277391,0.0438482812165186,0.238813580696117,0.211684060775837,0.0635738355182606,0.689722129537454,3.75647589530007,3.32973555945093,NA,0.516940697814711,0.0716598650661474,0.0635807408880498,NA
Scaffold_18:2074198-2074268,Scaffold_18,2074198,2074268,2,1,2,17,0.00954788622924402,0.00848731201817905,0.139587500924813,0.365703589861677,0.00477394311462201,0.00848731201817905,0.0697937504624064,0.0215119758742163,0.221920252353199,0.394538933466903,3.24441375680695,NA,0.803263292953334,0.538270741434066,0.0640463600372573,NA
Scaffold_02:40622459-40622655,Scaffold_02,40622459,40622655,2,1,2,16,0.0905561924464421,0.0208931249759922,0.53552029535403,1.30700574147043,0.0452780962232211,0.0208931249759922,0.267760147677015,0.0816878588419021,0.554281834107708,0.255767812649228,3.27784509807308,NA,0.585128778509247,0.619938809106909,0.0641078030585324,NA
Scaffold_07:33916788-33916853,Scaffold_07,33916788,33916853,2,1,2,18,0.0763333341018978,0.00320778283537008,0.163224787712621,0.458347027500002,0.0381666670509489,0.00320778283537008,0.0816123938563107,0.0254637237500001,1.49886432266014,0.125974616551127,3.20504552506035,NA,0.24997793423426,0.726767419385354,0.0644655885230764,NA
Scaffold_18:2511169-2511265,Scaffold_18,2511169,2511265,2,1,2,17,0.339383021187147,6.99940821932063e-05,0.567139084361205,1.50220756576625,0.169691510593573,6.99940821932063e-05,0.283569542180602,0.0883651509274262,1.92034426255821,0.000792100522192194,3.20906532953807,NA,0.17703669654406,0.977874836266839,0.0657085556711492,NA
Scaffold_18:23024827-23025654,Scaffold_18,23024827,23025654,2,1,2,18,0.0106795566889416,0.00876968053387422,0.178558640528981,0.509745387967323,0.00533977834447079,0.00876968053387422,0.0892793202644907,0.0283191882204069,0.188556900109973,0.309672737284001,3.15260873898059,NA,0.829768231785448,0.584733793671874,0.0670126732915056,NA
Scaffold_04:19983646-19983913,Scaffold_04,19983646,19983913,2,1,2,18,0.126470798618418,0.625158768512674,0.630910494743653,1.80172809905825,0.0632353993092088,0.625158768512674,0.315455247371827,0.100096005503236,0.631747480744019,6.24559157350653,3.15152683452117,NA,0.543046217440935,0.0223489466600772,0.0670663903454956,NA
Scaffold_13:28869968-28870119,Scaffold_13,28869968,28870119,2,1,2,16,0.115950126973288,0.069335632429679,0.4391738551151,1.09316737903791,0.0579750634866438,0.069335632429679,0.21958692755755,0.0683229611898695,0.848544361617042,1.014821828887,3.21395507064335,NA,0.446421636963982,0.328743323036874,0.0670887039431145,NA
Scaffold_18:2414196-2414307,Scaffold_18,2414196,2414307,2,1,2,18,0.00369660522955944,0.00201403826247461,0.197897409331321,0.565254844101378,0.00184830261477972,0.00201403826247461,0.0989487046656606,0.031403046894521,0.0588574293758164,0.0641351225962092,3.15092688292373,NA,0.943021865959013,0.802945516145735,0.0670961988386597,NA
Scaffold_14:20975180-20975287,Scaffold_14,20975180,20975287,2,1,2,18,0.0100654958845049,0.00432314525874686,0.0730419955414176,0.208813936872965,0.00503274794225244,0.00432314525874686,0.0365209977707088,0.0116007742707203,0.433828624263022,0.372660061980366,3.14815174560251,NA,0.654622219115658,0.54918877898997,0.067234272731485,NA
Scaffold_01:52430867-52430929,Scaffold_01,52430867,52430929,2,1,2,18,0.0310569919845075,0.0167558012290938,0.117577563471675,0.338829119946155,0.0155284959922537,0.0167558012290938,0.0587887817358377,0.0188238399970086,0.824937738246897,0.89013725317239,3.12310249902146,NA,0.454165690749193,0.357932451957868,0.0684949560431355,NA
Scaffold_09:27887181-27887620,Scaffold_09,27887181,27887620,2,1,2,18,0.125761144564179,0.000217971022430883,0.133324463428454,0.393773263448177,0.0628805722820895,0.000217971022430883,0.0666622317142269,0.0218762924137876,2.87437062426807,0.00996380091781484,3.04723627081401,NA,0.0825443181594595,0.921591491133598,0.0724762533642156,NA
Scaffold_13:17934482-17934590,Scaffold_13,17934482,17934590,2,1,2,18,0.023212014008688,0.00136198262284874,0.131980400914571,0.390916650351808,0.011606007004344,0.00136198262284874,0.0659902004572854,0.0217175916862116,0.534405802081297,0.0627133359226686,3.03855977268337,NA,0.595031412957177,0.80509375856027,0.0729477303704116,NA
Scaffold_01:8256540-8256708,Scaffold_01,8256540,8256708,2,1,2,18,0.271003634146443,0.028091219570457,0.17494838156649,0.518245887929195,0.135501817073221,0.028091219570457,0.0874741907832452,0.0287914382182886,4.70632331896324,0.975679622444604,3.03820150004457,NA,0.0226931004352187,0.336360498334871,0.0729672718763454,NA
Scaffold_01:80917602-80918322,Scaffold_01,80917602,80918322,2,1,2,17,0.000733176782256407,0.0179504543703461,0.0826878176894718,0.229282972107846,0.000366588391128204,0.0179504543703461,0.0413439088447359,0.0134872336534027,0.0271803989275233,1.3309218800267,3.06541058805674,NA,0.973227867031061,0.264603575219186,0.072977989960083,NA
Scaffold_11:40924567-40924779,Scaffold_11,40924567,40924779,2,1,2,18,0.00783531366851262,0.025881376657176,0.0466155449236838,0.138394880515905,0.00391765683425631,0.025881376657176,0.0233077724618419,0.00768860447310585,0.509540690766442,3.36619951614199,3.03146982568433,NA,0.609181512873964,0.083130128586815,0.0733355256222631,NA
Scaffold_05:27943141-27943397,Scaffold_05,27943141,27943397,2,1,2,13,0.305726905354806,0.337601875584835,0.416279379589519,0.847325312359448,0.152863452677403,0.337601875584835,0.20813968979476,0.065178870181496,2.34529153775973,5.17962147310554,3.1933614254923,NA,0.134991937991843,0.0404263173319637,0.0744480245824525,NA
Scaffold_01:70448611-70448753,Scaffold_01,70448611,70448753,2,1,2,18,0.0197203259519248,0.0123314902124092,0.103458413902345,0.309210054857774,0.00986016297596239,0.0123314902124092,0.0517292069511727,0.0171783363809875,0.573988234790615,0.717851248160292,3.01130480879541,NA,0.573253321638854,0.407974318278833,0.074451061098184,NA
Scaffold_17:4629860-4629998,Scaffold_17,4629860,4629998,2,1,2,18,0.00114586977152214,0.0260228700834055,0.226114668467684,0.683277296212871,0.00057293488576107,0.0260228700834055,0.113057334233842,0.0379598497896039,0.015093181056738,0.685536698054383,2.97833987385285,NA,0.985032602469334,0.418529681918354,0.0763155257441713,NA
Scaffold_07:14622297-14622453,Scaffold_07,14622297,14622453,2,1,2,18,0.0383872805018954,0.028196402469599,0.0425222633441007,0.128725187990782,0.0191936402509477,0.028196402469599,0.0212611316720503,0.00715139933282122,2.6838999414924,3.94278114776672,2.97300300019225,NA,0.0954755399106945,0.0625213241543207,0.0766222256828148,NA
Scaffold_06:25737005-25737273,Scaffold_06,25737005,25737273,2,1,2,18,0.0167590199545771,0.00132109281608474,0.0784866101718675,0.238731088252942,0.00837950997728854,0.00132109281608474,0.0392433050859338,0.0132628382362745,0.631803677916402,0.0996086050775684,2.95889193450323,NA,0.543017702268048,0.755929792724544,0.0774397802656283,NA
Scaffold_01:85900620-85900718,Scaffold_01,85900620,85900718,2,1,2,18,0.116119972222401,0.0480571451312714,0.787656394994473,2.40566637658045,0.0580599861112005,0.0480571451312714,0.393828197497236,0.133648132032247,0.434424224479183,0.359579624499922,2.94675422326301,NA,0.654250373186947,0.556213642772004,0.0781507629688306,NA
Scaffold_01:70835275-70835462,Scaffold_01,70835275,70835462,2,1,2,18,0.0577620682043053,0.0103338411054126,0.17241012564821,0.529575010245319,0.0288810341021526,0.0103338411054126,0.0862050628241049,0.0294208339025177,0.981652464299494,0.351242291080275,2.93006864148496,NA,0.393876964303772,0.560783287710882,0.0791400103696435,NA
Scaffold_11:44971786-44971883,Scaffold_11,44971786,44971883,2,1,2,18,0.000920765419848254,0.0193186600825176,0.15483354219168,0.475887194779743,0.000460382709924127,0.0193186600825176,0.0774167710958402,0.0264381774877635,0.0174135569721932,0.730710734181996,2.92821890357878,NA,0.982753716993553,0.403887376440394,0.0792505308109943,NA
Scaffold_05:2522681-2522756,Scaffold_05,2522681,2522756,2,1,2,18,0.00980352713310085,0.0180998590083517,0.192861346083193,0.595487443314215,0.00490176356655043,0.0180998590083517,0.0964306730415963,0.0330826357396786,0.148167262279872,0.547110549194939,2.91484251135225,NA,0.863327781080404,0.469038509068173,0.0800548832396114,NA
Scaffold_06:53815284-53815399,Scaffold_06,53815284,53815399,2,1,2,16,0.311814319705558,0.000190963979558572,0.205948103790483,0.572866706619676,0.155907159852779,0.000190963979558572,0.102974051895241,0.0358041691637297,4.35444149366593,0.00533356824132152,2.87603522998534,NA,0.0309125590828041,0.94268641872068,0.0856949146074003,NA
Scaffold_17:22623424-22623507,Scaffold_17,22623424,22623507,2,1,2,18,0.003302941362669,0.00461003037786149,0.101148328696869,0.322408413575593,0.0016514706813345,0.00461003037786149,0.0505741643484345,0.0179115785319774,0.092201291940079,0.257377113336563,2.82354591239096,NA,0.912349434168459,0.618087135723579,0.0857932076818423,NA
Scaffold_11:38643746-38643830,Scaffold_11,38643746,38643830,2,1,2,18,0.0416143516497783,0.0656601551153929,0.129056041241594,0.42212417472503,0.0208071758248891,0.0656601551153929,0.064528020620797,0.0234513430402794,0.887248793774892,2.79984626051551,2.75157036891087,NA,0.429045570433836,0.111562833729442,0.0906399037029114,NA
Scaffold_08:32048630-32048770,Scaffold_08,32048630,32048770,2,1,2,16,0.0838412311809633,0.138133283632467,0.659990133342184,1.89104529023434,0.0419206155904817,0.138133283632467,0.329995066671092,0.118190330639646,0.354687353555974,1.16873590999272,2.79206484054286,NA,0.70677027504995,0.295687197211073,0.0911766283080364,NA
