"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","reason","matches","identifier","name","namespace","description","class"
"67","GO:0022604",0.0011295369449478,0.999864790234538,6,15,NA,NA,"MATCH",1,"GO:0022604","regulation of cell morphogenesis","BP","Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized.","GOTerm"
"70","GO:0030317",0.0160986043905241,0.996178150786415,6,24,NA,NA,"MATCH",1,"GO:0030317","flagellated sperm motility","BP","Any process involved in the controlled movement of a flagellated sperm cell.","GOTerm"
"110","GO:0048813",0.0487080402916726,0.984469391645476,6,31,NA,NA,"MATCH",1,"GO:0048813","dendrite morphogenesis","BP","The process in which the anatomical structures of a dendrite are generated and organized.","GOTerm"
"123","GO:0060976",0.0212289825447743,0.994565274309619,6,26,NA,NA,"MATCH",1,"GO:0060976","coronary vasculature development","BP","The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure.","GOTerm"
"6","GO:0000781",0.0239449851024825,0.994691109670768,5,20,NA,NA,"MATCH",1,"GO:0000781","chromosome, telomeric region","CC","The terminal region of a linear chromosome that includes the telomeric DNA repeats and associated proteins.","GOTerm"
"22","GO:0004518",0.0428083836628418,0.988653476375691,5,23,"nuclease activity","MF","MATCH",1,"GO:0004518","nuclease activity","MF","Catalysis of the hydrolysis of ester linkages within nucleic acids.","GOSlimTerm"
"73","GO:0031532",0.0313688735246555,0.992463971206986,5,21,NA,NA,"MATCH",1,"GO:0031532","actin cytoskeleton reorganization","BP","A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins.","GOTerm"
"84","GO:0034185",0.0204662143556593,0.995686112580653,5,19,NA,NA,"MATCH",1,"GO:0034185","apolipoprotein binding","MF","Interacting selectively and non-covalently with an apolipoprotein, the protein component of a lipoprotein complex.","GOTerm"
"9","GO:0001733",0.0117585023077633,0.998483790772725,4,11,"galactosylceramide sulfotransferase activity","MF","MATCH",1,"GO:0001733","galactosylceramide sulfotransferase activity","MF","Catalysis of the reaction: 3'-phosphoadenosine 5'-phosphosulfate + a galactosylceramide = adenosine 3',5'-bisphosphate + a galactosylceramidesulfate.","GOTerm"
"28","GO:0005154",0.00536632575667911,0.999496898083029,4,9,NA,NA,"MATCH",1,"GO:0005154","epidermal growth factor receptor binding","MF","Interacting selectively and non-covalently with the epidermal growth factor receptor.","GOTerm"
"31","GO:0005313",0.000277675760415973,0.99999475756547,4,5,"L-glutamate transmembrane transporter activity","MF","MATCH",1,"GO:0005313","L-glutamate transmembrane transporter activity","MF","Enables the transfer of L-glutamate from one side of a membrane to the other. L-glutamate is the anion of 2-aminopentanedioic acid.","GOTerm"
"50","GO:0009247",0.0163190017632686,0.997609084771685,4,12,NA,NA,"MATCH",1,"GO:0009247","glycolipid biosynthetic process","BP","The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide).","GOTerm"
"79","GO:0032526",0.0352447473486431,0.993057198022449,4,15,NA,NA,"MATCH",1,"GO:0032526","response to retinoic acid","BP","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus.","GOTerm"
"82","GO:0033613",0.0205845510442535,0.996687576289772,4,13,NA,NA,"MATCH",1,"GO:0033613","activating transcription factor binding","MF","Interacting selectively and non-covalently with an activating transcription factor, any protein whose activity is required to initiate or upregulate transcription.","GOTerm"
"83","GO:0034058",0.00315390531415342,0.99976370253781,4,8,NA,NA,"MATCH",1,"GO:0034058","endosomal vesicle fusion","BP","The homotypic fusion of endocytic vesicles to form or add to an early endosome.","GOTerm"
"101","GO:0045807",0.0371945545225022,0.992545152610342,4,15,NA,NA,"MATCH",1,"GO:0045807","positive regulation of endocytosis","BP","Any process that activates or increases the frequency, rate or extent of endocytosis.","GOTerm"
"113","GO:0050694",0.00806637643107856,0.999104138030217,4,10,NA,NA,"MATCH",1,"GO:0050694","galactose 3-O-sulfotransferase activity","MF","Catalysis of the reaction: N-acetyllactosamine + 3'-phosphoadenosine 5'-phosphosulfate = 3-sulfo-N-acetyllactosamine + adenosine 3',5'-bisphosphate. N-acetyllactosamine residues are found in a number of different carbohydrate types. N-acetyllactosamine can also be written as Gal-beta-(1,4)-GlcNAc.","GOTerm"
"119","GO:0060068",0.0113950677006147,0.998544484194181,4,11,NA,NA,"MATCH",1,"GO:0060068","vagina development","BP","The reproductive developmental process whose specific outcome is the progression of the vagina over time, from its formation to the mature structure.","GOTerm"
"128","GO:0070064",0.00830650729718054,0.999069397719504,4,10,NA,NA,"MATCH",1,"GO:0070064","proline-rich region binding","MF","Interacting selectively and non-covalently with a proline-rich region, i.e. a region that contains a high proportion of proline residues, in a protein.","GOTerm"
"141","GO:0097009",0.0445470980429035,0.990416320001713,4,16,NA,NA,"MATCH",1,"GO:0097009","energy homeostasis","BP","Any process involved in the balance between food intake (energy input) and energy expenditure.","GOTerm"
"143","GO:0097431",0.0158771331374167,0.997693282317953,4,12,NA,NA,"MATCH",1,"GO:0097431","mitotic spindle pole","CC","Either of the ends of a mitotic spindle, a spindle that forms as part of mitosis, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.","GOTerm"
"1","GO:0000151",0.0252351794046626,0.997178167658696,3,8,NA,NA,"MATCH",1,"GO:0000151","ubiquitin ligase complex","CC","A protein complex that includes a ubiquitin-protein ligase and enables ubiquitin protein ligase activity. The complex also contains other proteins that may confer substrate specificity on the complex.","GOTerm"
"12","GO:0003139",0.0358959037435995,0.995186193087744,3,9,NA,NA,"MATCH",1,"GO:0003139","secondary heart field specification","BP","The process that results in the delineation of a specific region of the lateral mesoderm into the area which will form the majority of the mesodermal component of the right ventricle, arterial pole (outflow tract) and venous pole (inflow tract).","GOTerm"
"13","GO:0003223",0.0355566759423339,0.995249757955063,3,9,NA,NA,"MATCH",1,"GO:0003223","ventricular compact myocardium morphogenesis","BP","The process in which the anatomical structures of the compact cardiac ventricle muscle are generated and organized.","GOTerm"
"14","GO:0003279",0.0484037227285571,0.992446268007478,3,10,NA,NA,"MATCH",1,"GO:0003279","cardiac septum development","BP","The progression of a cardiac septum over time, from its initial formation to the mature structure.","GOTerm"
"15","GO:0003341",0.0268472980220998,0.996923911989851,3,8,NA,NA,"MATCH",1,"GO:0003341","cilium movement","BP","The directed, self-propelled movement of a cilium.","GOTerm"
"16","GO:0003351",0.0367164221192258,0.995031397089158,3,9,NA,NA,"MATCH",1,"GO:0003351","epithelial cilium movement involved in extracellular fluid movement","BP","The directed, self-propelled movement of cilia of epithelial cells. Depending on the type of cell, there may be one or many cilia per cell. This movement is usually coordinated between many epithelial cells, and serves to move extracellular fluid.","GOTerm"
"30","GO:0005245",0.026953440332299,0.996906945656422,3,8,"voltage-gated calcium channel activity","MF","MATCH",1,"GO:0005245","voltage-gated calcium channel activity","MF","Enables the transmembrane transfer of a calcium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.","GOTerm"
"34","GO:0005685",0.0484588833224576,0.992434145597312,3,10,NA,NA,"MATCH",1,"GO:0005685","U1 snRNP","CC","A ribonucleoprotein complex that contains small nuclear RNA U1.","GOTerm"
"38","GO:0006622",0.0487840385124929,0.992362566411001,3,10,NA,NA,"MATCH",1,"GO:0006622","protein targeting to lysosome","BP","The process of directing proteins towards the lysosome using signals contained within the protein.","GOTerm"
"39","GO:0006659",0.00624501530448833,0.999702309853031,3,5,NA,NA,"MATCH",1,"GO:0006659","phosphatidylserine biosynthetic process","BP","The chemical reactions and pathways resulting in the formation of phosphatidylserines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of L-serine.","GOTerm"
"40","GO:0006766",0.00548079141947202,0.999751130108656,3,5,NA,NA,"MATCH",1,"GO:0006766","vitamin metabolic process","BP","The chemical reactions and pathways involving vitamins. Vitamin is a general term for a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body. Vitamins may be water-soluble or fat-soluble and usually serve as components of coenzyme systems.","GOSlimTerm"
"42","GO:0006953",0.0384364674235123,0.994702154175713,3,9,NA,NA,"MATCH",1,"GO:0006953","acute-phase response","BP","An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals.","GOTerm"
"43","GO:0007016",0.0485286973748385,0.992418794300015,3,10,NA,NA,"MATCH",1,"GO:0007016","cytoskeletal anchoring at plasma membrane","BP","A cytoskeleton organization process that directly or indirectly links cytoskeletal filaments to the plasma membrane.","GOTerm"
"54","GO:0014850",0.0480207314032858,0.992530271518568,3,10,NA,NA,"MATCH",1,"GO:0014850","response to muscle activity","BP","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a muscle activity stimulus.","GOTerm"
"55","GO:0014894",0.0105225546141465,0.999280119690799,3,6,NA,NA,"MATCH",1,"GO:0014894","response to denervation involved in regulation of muscle adaptation","BP","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a denervation stimulus. This process occurs as part of the regulation of muscle adaptation.","GOTerm"
"57","GO:0015813",0.00595555701606784,0.999721087298859,3,5,NA,NA,"MATCH",1,"GO:0015813","L-glutamate transmembrane transport","BP","The directed movement of L-glutamate across a membrane.","GOTerm"
"59","GO:0016239",0.0256372402699889,0.997115364702235,3,8,NA,NA,"MATCH",1,"GO:0016239","positive regulation of macroautophagy","BP","Any process, such as recognition of nutrient depletion, that activates or increases the rate of macroautophagy to bring cytosolic macromolecules to the vacuole/lysosome for degradation.","GOTerm"
"60","GO:0016319",0.0357419725630791,0.99521506837703,3,9,NA,NA,"MATCH",1,"GO:0016319","mushroom body development","BP","The process whose specific outcome is the progression of the mushroom body over time, from its formation to the mature structure. The mushroom body is composed of the prominent neuropil structures of the insect central brain, thought to be crucial for olfactory associated learning. These consist mainly of a bulbous calyx and tightly packaged arrays of thin parallel fibers of the Kenyon cells.","GOTerm"
"68","GO:0030020",0.0174782072595425,0.998405366640709,3,7,NA,NA,"MATCH",1,"GO:0030020","extracellular matrix structural constituent conferring tensile strength","MF","A constituent of the extracellular matrix that enables the matrix to resist longitudinal stress.","GOTerm"
"74","GO:0031669",0.0105524956766763,0.999277294315899,3,6,NA,NA,"MATCH",1,"GO:0031669","cellular response to nutrient levels","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients.","GOTerm"
"75","GO:0031904",0.0476216562484444,0.992617495330331,3,10,NA,NA,"MATCH",1,"GO:0031904","endosome lumen","CC","The volume enclosed by the membrane of an endosome.","GOTerm"
"76","GO:0032204",0.0111983529180038,0.999215591194149,3,6,NA,NA,"MATCH",1,"GO:0032204","regulation of telomere maintenance","BP","Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA.","GOTerm"
"77","GO:0032367",0.0478634217065977,0.992564691422123,3,10,NA,NA,"MATCH",1,"GO:0032367","intracellular cholesterol transport","BP","The directed movement of cholesterol, cholest-5-en-3-beta-ol, within cells.","GOTerm"
"78","GO:0032480",0.0171281482045663,0.998449452850434,3,7,NA,NA,"MATCH",1,"GO:0032480","negative regulation of type I interferon production","BP","Any process that stops, prevents, or reduces the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families.","GOTerm"
"95","GO:0043114",0.0168319093006139,0.998486479896728,3,7,NA,NA,"MATCH",1,"GO:0043114","regulation of vascular permeability","BP","Any process that modulates the extent to which blood vessels can be pervaded by fluid.","GOTerm"
"96","GO:0043392",0.047961354382669,0.992543269147111,3,10,NA,NA,"MATCH",1,"GO:0043392","negative regulation of DNA binding","BP","Any process that stops or reduces the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid).","GOTerm"
"99","GO:0043878",0.0180804286388624,0.998328691825639,3,7,NA,NA,"MATCH",1,"GO:0043878","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","MF","Catalysis of the reaction: D-glyceraldehyde 3-phosphate + NAD+ + H2O = 3-phospho-D-glycerate + NADH + H+.","GOTerm"
"111","GO:0048843",0.00548079141947202,0.999751130108656,3,5,NA,NA,"MATCH",1,"GO:0048843","negative regulation of axon extension involved in axon guidance","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of axon extension involved in axon guidance.","GOTerm"
"120","GO:0060216",0.0263131013564238,0.997008879619927,3,8,NA,NA,"MATCH",1,"GO:0060216","definitive hemopoiesis","BP","A second wave of blood cell production that, in vertebrates, generates long-term hemopoietic stem cells that continously provide erythroid, myeloid and lymphoid lineages throughout adulthood.","GOTerm"
"122","GO:0060438",0.00256946324659333,0.999939359473871,3,4,NA,NA,"MATCH",1,"GO:0060438","trachea development","BP","The process whose specific outcome is the progression of a trachea over time, from its formation to the mature structure. The trachea is the portion of the airway that attaches to the bronchi as it branches.","GOTerm"
"124","GO:0061156",0.04768568956096,0.992603521079465,3,10,NA,NA,"MATCH",1,"GO:0061156","pulmonary artery morphogenesis","BP","The process in which the anatomical structures of the pulmonary artery are generated and organized. The pulmonary artery is the artery that carries blood from the heart to the lungs.","GOTerm"
"125","GO:0061642",0.0253241505652631,0.997164305298779,3,8,NA,NA,"MATCH",1,"GO:0061642","chemoattraction of axon","BP","The process in which a neuron growth cone is directed to a specific target site in response to an attractive chemical signal.","GOTerm"
"129","GO:0070447",0.025294454410502,0.997168934404991,3,8,NA,NA,"MATCH",1,"GO:0070447","positive regulation of oligodendrocyte progenitor proliferation","BP","Any process that activates or increases the rate or extent of oligodendrocyte progenitor proliferation.","GOTerm"
"131","GO:0070885",0.00548466537985471,0.999750888861923,3,5,NA,NA,"MATCH",1,"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","BP","Any process that stops, prevents, or reduces the frequency, rate or extent of the calcineurin-NFAT signaling cascade.","GOTerm"
"133","GO:0071004",0.047648597753028,0.992611616763758,3,10,NA,NA,"MATCH",1,"GO:0071004","U2-type prespliceosome","CC","A spliceosomal complex that is formed by association of the 5' splice site with the U1 snRNP, while the branch point sequence is recognized by the U2 snRNP. The prespliceosome includes many proteins in addition to those found in the U1 and U2 snRNPs. Commitment to a given pair of 5' and 3' splice sites occurs at the time of prespliceosome formation.","GOTerm"
"135","GO:0071340",0.0386332623654622,0.994664079712444,3,9,NA,NA,"MATCH",1,"GO:0071340","skeletal muscle acetylcholine-gated channel clustering","BP","The accumulation of acetylcholine-gated cation channels in a narrow, central region of muscle fibers, in apposition to nerve terminals.","GOTerm"
"138","GO:0071385",0.0114559391384142,0.999190584777166,3,6,NA,NA,"MATCH",1,"GO:0071385","cellular response to glucocorticoid stimulus","BP","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects.","GOTerm"
"140","GO:0072499",0.0107940128761434,0.999254389155124,3,6,NA,NA,"MATCH",1,"GO:0072499","photoreceptor cell axon guidance","BP","The chemotaxis process that directs the migration of a photoreceptor cell axon growth cone to its target in the optic lobe in response to a combination of attractive and repulsive cues.","GOTerm"
"145","GO:0140058",0.025294454410502,0.997168934404991,3,8,NA,NA,"MATCH",1,"GO:0140058","neuron projection arborization","BP","The process in which the anatomical structures of a neuron projection are generated and organized into branches. A neuron projection is any process extending from a neural cell, such as axons or dendrites.","GOTerm"
"151","GO:1904447",0.0479878554368708,0.992537468925384,3,10,NA,NA,"MATCH",1,"GO:1904447","folate import across plasma membrane","BP","The directed movement of folic acid from outside of a cell, across the plasma membrane and into the cytosol.","GOTerm"
"2","GO:0000185",0.0077827840726138,1,2,2,"activation of MAPKKK activity","BP","MATCH",1,"GO:0000185","activation of MAPKKK activity","BP","Any process that initiates the activity of the inactive enzyme MAP kinase kinase kinase (MAPKKK).","GOTerm"
"3","GO:0000712",0.0398525587192125,0.997584547932665,2,4,NA,NA,"MATCH",1,"GO:0000712","resolution of meiotic recombination intermediates","BP","The cleavage and rejoining of intermediates, such as Holliday junctions, formed during meiotic recombination to produce two intact molecules in which genetic material has been exchanged.","GOTerm"
"4","GO:0000720",0.0207755553660877,0.999371201050664,2,3,NA,NA,"MATCH",1,"GO:0000720","pyrimidine dimer repair by nucleotide-excision repair","BP","The repair of UV-induced T-T, C-T, and C-C dimers by the recognition and removal of the damaged DNA strand from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase.","GOTerm"
"5","GO:0000731",0.0209532993092765,0.999362859112118,2,3,NA,NA,"MATCH",1,"GO:0000731","DNA synthesis involved in DNA repair","BP","Synthesis of DNA that proceeds from the broken 3' single-strand DNA end and uses the homologous intact duplex as the template.","GOTerm"
"7","GO:0001227",0.0210055243447273,0.999360400454678,2,3,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF","MATCH",1,"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF","A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to repress or decrease transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.","GOTerm"
"8","GO:0001569",0.0220086594626802,0.999312508301344,2,3,NA,NA,"MATCH",1,"GO:0001569","branching involved in blood vessel morphogenesis","BP","The process of coordinated growth and sprouting of blood vessels giving rise to the organized vascular system.","GOTerm"
"10","GO:0001837",0.0207122378681034,0.999374162994883,2,3,"epithelial to mesenchymal transition","BP","MATCH",1,"GO:0001837","epithelial to mesenchymal transition","BP","A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell.","GOTerm"
"11","GO:0002064",0.007568437439035,1,2,2,"epithelial cell development","BP","MATCH",1,"GO:0002064","epithelial cell development","BP","The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface.","GOTerm"
"17","GO:0003382",0.00731848887842875,1,2,2,NA,NA,"MATCH",1,"GO:0003382","epithelial cell morphogenesis","BP","The change in form that occurs when an epithelial cell progresses from its initial formation to its mature state.","GOTerm"
"18","GO:0003684",0.0213467820473254,0.999344249828114,2,3,"damaged DNA binding","MF","MATCH",1,"GO:0003684","damaged DNA binding","MF","Interacting selectively and non-covalently with damaged DNA.","GOTerm"
"20","GO:0003918",0.00763295757140057,1,2,2,NA,NA,"MATCH",1,"GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF","Catalysis of a DNA topological transformation by transiently cleaving a pair of complementary DNA strands to form a gate through which a second double-stranded DNA segment is passed, after which the severed strands in the first DNA segment are rejoined; product release is coupled to ATP binding and hydrolysis; changes the linking number in multiples of 2.","GOTerm"
"21","GO:0004029",0.0417587912706469,0.99740180756721,2,4,"aldehyde dehydrogenase (NAD) activity","MF","MATCH",1,"GO:0004029","aldehyde dehydrogenase (NAD+) activity","MF","Catalysis of the reaction: an aldehyde + NAD+ + H2O = an acid + NADH + H+.","GOTerm"
"24","GO:0004679",0.0390692106218196,0.997658191203364,2,4,NA,NA,"MATCH",1,"GO:0004679","AMP-activated protein kinase activity","MF","Catalysis of the reaction: ATP + a protein = ADP + a phosphoprotein. This reaction requires the presence of AMP.","GOTerm"
"25","GO:0004758",0.0425996436604768,0.997319622450421,2,4,"serine C-palmitoyltransferase activity","MF","MATCH",1,"GO:0004758","serine C-palmitoyltransferase activity","MF","Catalysis of the reaction: L-serine + H(+) + palmitoyl-CoA = 3-dehydrosphinganine + CO(2) + CoA.","GOTerm"
"26","GO:0004784",0.00777180133873322,1,2,2,"superoxide dismutase activity","MF","MATCH",1,"GO:0004784","superoxide dismutase activity","MF","Catalysis of the reaction: 2 superoxide + 2 H+ = O2 + hydrogen peroxide.","GOTerm"
"27","GO:0005092",0.00739570943703573,1,2,2,NA,NA,"MATCH",1,"GO:0005092","GDP-dissociation inhibitor activity","MF","Prevents the dissociation of GDP from a GTPase, thereby preventing GTP from binding.","GOTerm"
"29","GO:0005227",0.0073446175807246,1,2,2,NA,NA,"MATCH",1,"GO:0005227","calcium activated cation channel activity","MF","Enables the calcium concentration-regulatable energy-independent passage of cations across a lipid bilayer down a concentration gradient.","GOTerm"
"32","GO:0005314",0.0218062263350149,0.999322274495775,2,3,NA,NA,"MATCH",1,"GO:0005314","high-affinity glutamate transmembrane transporter activity","MF","Enables the transfer of glutamate from one side of a membrane to the other. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.","GOTerm"
"35","GO:0005947",0.02082921735587,0.999368686794023,2,3,NA,NA,"MATCH",1,"GO:0005947","mitochondrial alpha-ketoglutarate dehydrogenase complex","CC","Mitochondrial complex that possesses alpha-ketoglutarate dehydrogenase activity.","GOTerm"
"36","GO:0006002",0.0207721647788513,0.999371359788931,2,3,NA,NA,"MATCH",1,"GO:0006002","fructose 6-phosphate metabolic process","BP","The chemical reactions and pathways involving fructose 6-phosphate, also known as F6P. The D-enantiomer is an important intermediate in glycolysis, gluconeogenesis, and fructose metabolism.","GOTerm"
"37","GO:0006482",0.0209503925414281,0.999362995855839,2,3,NA,NA,"MATCH",1,"GO:0006482","protein demethylation","BP","The removal of a methyl group, from a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.","GOTerm"
"41","GO:0006907",0.020743645664025,0.999372694399472,2,3,NA,NA,"MATCH",1,"GO:0006907","pinocytosis","BP","An endocytosis process that results in the uptake of liquid material by cells from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, called pinosomes, formed by invagination of the plasma membrane.","GOTerm"
"44","GO:0007632",0.00737113006939544,1,2,2,NA,NA,"MATCH",1,"GO:0007632","visual behavior","BP","The behavior of an organism in response to a visual stimulus.","GOTerm"
"46","GO:0008273",0.0214374383368656,0.999339934685711,2,3,NA,NA,"MATCH",1,"GO:0008273","calcium, potassium:sodium antiporter activity","MF","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Ca2+(in) + K+(in) + Na+(out) = Ca2+(out) + K+(out) + Na+(in).","GOTerm"
"47","GO:0008509",0.00737389621208589,1,2,2,NA,NA,"MATCH",1,"GO:0008509","anion transmembrane transporter activity","MF","Enables the transfer of a negatively charged ion from one side of a membrane to the other.","GOTerm"
"48","GO:0008934",0.0210226268944426,0.999359594547844,2,3,NA,NA,"MATCH",1,"GO:0008934","inositol monophosphate 1-phosphatase activity","MF","Catalysis of the reaction: myo-inositol 1-phosphate + H2O = myo-inositol + phosphate.","GOTerm"
"49","GO:0009083",0.0405667740092009,0.997516664310923,2,4,NA,NA,"MATCH",1,"GO:0009083","branched-chain amino acid catabolic process","BP","The chemical reactions and pathways resulting in the breakdown of amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine.","GOTerm"
"51","GO:0010460",0.0073446175807246,1,2,2,NA,NA,"MATCH",1,"GO:0010460","positive regulation of heart rate","BP","Any process that activates or increases the frequency or rate of heart contraction.","GOTerm"
"53","GO:0010951",0.040059453368768,0.997564955712564,2,4,NA,NA,"MATCH",1,"GO:0010951","negative regulation of endopeptidase activity","BP","Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins.","GOTerm"
"56","GO:0015501",0.0391993400685397,0.997646016616444,2,4,NA,NA,"MATCH",1,"GO:0015501","glutamate:sodium symporter activity","MF","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: glutamate(out) + Na+(out) = glutamate(in) + Na+(in).","GOTerm"
"62","GO:0016936",0.0391470045850851,0.997650915825522,2,4,NA,NA,"MATCH",1,"GO:0016936","galactoside binding","MF","Interacting selectively and non-covalently with any glycoside in which the sugar group is galactose.","GOTerm"
