ID,scaffold,start,end,df_Initial.Treatment,df_Secondary.Treatment,df_Initial.Treatment.Secondary.Treatment,df_Residuals,sumsq_Initial.Treatment,sumsq_Secondary.Treatment,sumsq_Initial.Treatment.Secondary.Treatment,sumsq_Residuals,meansq_Initial.Treatment,meansq_Secondary.Treatment,meansq_Initial.Treatment.Secondary.Treatment,meansq_Residuals,statistic_Initial.Treatment,statistic_Secondary.Treatment,statistic_Initial.Treatment.Secondary.Treatment,statistic_Residuals,p.value_Initial.Treatment,p.value_Secondary.Treatment,p.value_Initial.Treatment.Secondary.Treatment,p.value_Residuals
Scaffold_06:54069957-54070010,Scaffold_06,54069957,54070010,2,1,2,18,0.00330915901544886,0.022322593193538,0.0281245137992732,0.0481404547571421,0.00165457950772443,0.022322593193538,0.0140622568996366,0.00267446970873012,0.618657037813322,8.34654926943896,5.25796080386852,NA,0.549734035882707,0.0097739561815788,0.0159098409007153,NA
Scaffold_10:31349891-31350026,Scaffold_10,31349891,31350026,2,1,2,18,0.000319860610817245,0.0259959070324669,0.188394875527888,0.322670653677646,0.000159930305408623,0.0259959070324669,0.0941974377639441,0.0179261474265359,0.00892162167381707,1.45016697753949,5.25475081302214,NA,0.991122437705916,0.244097989543587,0.015942114227116,NA
Scaffold_17:1899389-1899512,Scaffold_17,1899389,1899512,2,1,2,16,0.00321147171401329,0.000909443979699068,0.141847220523069,0.213445395099444,0.00160573585700665,0.000909443979699068,0.0709236102615344,0.0133403371937153,0.120366961770885,0.0681724881832457,5.31647807935072,NA,0.887390247142408,0.797347418340254,0.0169669924974646,NA
Scaffold_15:7012100-7012255,Scaffold_15,7012100,7012255,2,1,2,18,0.00521968726029617,0.00356096815127769,0.0209024545819327,0.0365344323510991,0.00260984363014808,0.00356096815127769,0.0104512272909663,0.00202969068617217,1.28583318036012,1.75443882929442,5.14917241438225,NA,0.300626524860317,0.201891822298256,0.0170452445558049,NA
Scaffold_04:716945-717049,Scaffold_04,716945,717049,2,1,2,17,0.00599089756066491,0.00412303280342589,0.302395071418025,0.501411500912814,0.00299544878033245,0.00412303280342589,0.151197535709012,0.029494794171342,0.101558558535151,0.139788492147945,5.12624481563328,NA,0.903972233532468,0.713113479115444,0.0181076993680618,NA
Scaffold_12:22861955-22862339,Scaffold_12,22861955,22862339,2,1,2,18,0.0321958565553383,0.00164914201358115,0.327182323619331,0.62410201639854,0.0160979282776691,0.00164914201358115,0.163591161809666,0.0346723342443634,0.464287410366268,0.0475636281641248,4.71820445248103,NA,0.635903625631785,0.829811687820279,0.0225168245757735,NA
Scaffold_02:28520140-28520310,Scaffold_02,28520140,28520310,2,1,2,18,0.00324088078047634,0.0317449592212686,0.14724274042668,0.291370785926829,0.00162044039023817,0.0317449592212686,0.0736213702133399,0.0161872658848238,0.100105873454355,1.96110692485942,4.54810409226445,NA,0.90524175796841,0.1783971210772,0.0251927665512025,NA
Scaffold_15:42352437-42352523,Scaffold_15,42352437,42352523,2,1,2,16,0.0786612643795025,0.00104327255461437,0.445573199614401,0.766766403685675,0.0393306321897512,0.00104327255461437,0.2227865998072,0.0479229002303547,0.820706426378572,0.0217698125447247,4.64885469652953,NA,0.457818093007992,0.884544407048547,0.0256041443335658,NA
Scaffold_10:13814342-13814507,Scaffold_10,13814342,13814507,2,1,2,15,0.220412465640069,0.170672981801169,1.3636995353265,2.1957347354293,0.110206232820034,0.170672981801169,0.68184976766325,0.146382315695287,0.75286575633523,1.16593989506524,4.65800642942832,NA,0.488004267062537,0.29729388234384,0.0266987980337342,NA
Scaffold_08:60437068-60437220,Scaffold_08,60437068,60437220,2,1,2,17,0.0834594123115095,0.115401335741274,0.535643669262564,1.01006764132084,0.0417297061557547,0.115401335741274,0.267821834631282,0.0594157436071082,0.702334156275079,1.94226864354969,4.50759038550922,NA,0.509246290241681,0.181375660419289,0.0268774228304156,NA
Scaffold_05:61611407-61611530,Scaffold_05,61611407,61611530,2,1,2,18,0.232786460035908,0.0667685747060262,0.371577728866736,0.761722926576212,0.116393230017954,0.0667685747060262,0.185788864433368,0.0423179403653451,2.75044647761899,1.57778412960533,4.3903097085867,NA,0.0907179582203461,0.225139509441039,0.0279941307325591,NA
Scaffold_03:41507064-41507139,Scaffold_03,41507064,41507139,2,1,2,16,0.873141320293066,0.00996499046113442,0.782900814271193,1.39684132795842,0.436570660146533,0.00996499046113442,0.391450407135597,0.0873025829974012,5.00066143701073,0.114143134360996,4.48383534250354,NA,0.0205587311650974,0.739867765453471,0.0284403961370177,NA
Scaffold_04:43945842-43945896,Scaffold_04,43945842,43945896,2,1,2,15,0.0110575196382602,0.130787320130765,1.68478560606488,2.91827451975857,0.00552875981913009,0.130787320130765,0.842392803032442,0.194551634650571,0.0284179561331373,0.672249916407379,4.3299189161039,NA,0.972034235859344,0.425105647094376,0.0327790389262755,NA
Scaffold_13:43165247-43165272,Scaffold_13,43165247,43165272,2,1,2,15,0.105899808223385,0.133939631047305,0.634296682944177,1.10729463791681,0.0529499041116926,0.133939631047305,0.317148341472089,0.0738196425277875,0.717287463045639,1.81441722637558,4.29625951321434,NA,0.504075831440542,0.197978057108513,0.0334870652370737,NA
Scaffold_17:3639155-3639335,Scaffold_17,3639155,3639335,2,1,2,16,0.256558553018714,0.124104366860624,0.550367792134392,1.04379398171827,0.128279276509357,0.124104366860624,0.275183896067196,0.0652371238573919,1.9663539549931,1.90235803668959,4.21821012018781,NA,0.172357203621017,0.186789983272788,0.0337799637764368,NA
Scaffold_07:33916238-33916519,Scaffold_07,33916238,33916519,2,1,2,18,0.0781277388755675,0.000908021736153373,0.278409606466901,0.620838728232487,0.0390638694377837,0.000908021736153373,0.13920480323345,0.0344910404573604,1.1325801982134,0.0263263074732674,4.03596996169317,NA,0.344113837320033,0.872913495727705,0.0356362851503441,NA
Scaffold_04:12563086-12563263,Scaffold_04,12563086,12563263,2,1,2,17,0.0303629376212543,0.139715007305119,0.782775625300969,1.6329112445306,0.0151814688106272,0.139715007305119,0.391387812650485,0.0960536026194469,0.158052050070151,1.45455249459672,4.07468124023539,NA,0.855045515462024,0.244316505493698,0.0358374003073572,NA
Scaffold_17:18344493-18344669,Scaffold_17,18344493,18344669,2,1,2,17,0.277175179005021,0.163874932614233,1.00594560913556,2.12269820471061,0.138587589502511,0.163874932614233,0.502972804567782,0.124864600277094,1.10990296044646,1.31242107251029,4.02814571505139,NA,0.352329777467158,0.267828481265274,0.0369847853339841,NA
Scaffold_12:22859483-22859683,Scaffold_12,22859483,22859683,2,1,2,18,0.00698473037084921,0.125077302167904,0.180109682667988,0.41796936949006,0.00349236518542461,0.125077302167904,0.090054841333994,0.0232205205272256,0.15039995254757,5.38649863689547,3.87824386746226,NA,0.86143376879122,0.0322343746055131,0.0397624175627038,NA
Scaffold_03:33910023-33910084,Scaffold_03,33910023,33910084,2,1,2,17,0.00326664420527183,0.0023824286427764,0.080325198230722,0.175401062726121,0.00163332210263591,0.0023824286427764,0.040162599115361,0.0103177095721248,0.158302779431652,0.230906736240471,3.89258864427312,NA,0.854835072975872,0.636977814180673,0.0405679982423457,NA
Scaffold_01:51854862-51854949,Scaffold_01,51854862,51854949,2,1,2,18,0.0446787576819018,0.0379296430125765,0.304876731477608,0.718293258155078,0.0223393788409509,0.0379296430125765,0.152438365738804,0.0399051810086154,0.559811490045062,0.950494197843322,3.82001439126145,NA,0.580949829252999,0.342514664588303,0.041417699288271,NA
Scaffold_06:53815284-53815333,Scaffold_06,53815284,53815333,2,1,2,16,0.302242801651803,0.00163443226989293,0.257248047387626,0.531512608027429,0.151121400825902,0.00163443226989293,0.128624023693813,0.0332195380017143,4.54917226176063,0.0492009331920446,3.87193896818118,NA,0.0272771661406662,0.827265919970529,0.042515437602818,NA
Scaffold_09:34967039-34967104,Scaffold_09,34967039,34967104,2,1,2,17,0.0553387755132337,0.039280846074329,0.214555129234455,0.476929358747356,0.0276693877566169,0.039280846074329,0.107277564617228,0.0280546681616092,0.98626679870983,1.40015365172211,3.82387572717861,NA,0.393324067671676,0.252981672081896,0.042531307221016,NA
Scaffold_17:13514073-13514121,Scaffold_17,13514073,13514121,2,1,2,17,0.106878058236239,0.0865476004700571,0.265203716197093,0.595253775107387,0.0534390291181194,0.0865476004700571,0.132601858098546,0.0350149279474934,1.52617846874493,2.47173435855243,3.78700930921205,NA,0.245702573801746,0.134335259698443,0.0436282985521535,NA
Scaffold_10:16060623-16060855,Scaffold_10,16060623,16060855,2,1,2,18,0.266823604193488,0.0118841160832305,0.264701423183949,0.636629923168556,0.133411802096744,0.0118841160832305,0.132350711591975,0.0353683290649198,3.77206969127272,0.336010108405654,3.74206854242507,NA,0.0428381856267962,0.569326358706213,0.0437545430530217,NA
Scaffold_10:4078253-4078293,Scaffold_10,4078253,4078293,2,1,2,16,0.0121960260497011,0.00596965827329087,0.283912488771817,0.595049435187635,0.00609801302485053,0.00596965827329087,0.141956244385908,0.0371905896992272,0.163966559126037,0.160515289528064,3.81699364097091,NA,0.850178580407307,0.693981589790122,0.0441228829737729,NA
Scaffold_01:8257927-8257972,Scaffold_01,8257927,8257972,2,1,2,17,0.155293024371531,0.0134207410600554,0.286369467981313,0.647218562019321,0.0776465121857655,0.0134207410600554,0.143184733990657,0.0380716801187836,2.03948215428131,0.352512445423546,3.76092501155506,NA,0.160730038805297,0.560512261186948,0.044423560133948,NA
Scaffold_12:19719704-19719808,Scaffold_12,19719704,19719808,2,1,2,18,0.00570817821187623,0.00604770998548013,0.0229124497664346,0.056563536772105,0.00285408910593811,0.00604770998548013,0.0114562248832173,0.00314241870956139,0.908245962657371,1.92453983521638,3.64567103943202,NA,0.420931642552191,0.18229553118676,0.0468495759982665,NA
Scaffold_06:31818942-31818979,Scaffold_06,31818942,31818979,2,1,2,15,0.0938987169539538,0.0332827141437743,0.418250603366745,0.835207459873088,0.0469493584769769,0.0332827141437743,0.209125301683372,0.0556804973248725,0.843192154032802,0.59774455586457,3.75580879716669,NA,0.44974633210357,0.451452214503535,0.0476029834192893,NA
Scaffold_11:20286469-20286591,Scaffold_11,20286469,20286591,2,1,2,16,0.236812189638061,0.00456536988500255,0.68460756035859,1.49131599485998,0.11840609481903,0.00456536988500255,0.342303780179295,0.0932072496787487,1.270352845161,0.0489808453820675,3.67250167083666,NA,0.307574113156203,0.827646035467254,0.0486864756619165,NA
Scaffold_12:50072453-50072531,Scaffold_12,50072453,50072531,2,1,2,17,0.0101168983626151,0.00407219265819692,0.349045387931869,0.817522200141111,0.00505844918130754,0.00407219265819692,0.174522693965934,0.0480895411847712,0.105188135646206,0.0846793826239807,3.62911954795695,NA,0.900736424888305,0.774573880629865,0.0486981000343592,NA
Scaffold_04:716832-716907,Scaffold_04,716832,716907,2,1,2,18,0.0714725552679551,0.0129128813532964,0.257322054310947,0.646091116507575,0.0357362776339775,0.0129128813532964,0.128661027155474,0.0358939509170875,0.995607246372121,0.359750905747998,3.58447660032387,NA,0.388955517007515,0.556120528671353,0.0489402481265025,NA
Scaffold_17:15042311-15042333,Scaffold_17,15042311,15042333,2,1,2,17,0.108171972502675,0.0179328054233566,1.08731098243528,2.56142770398536,0.0540859862513377,0.0179328054233566,0.543655491217639,0.150672217881492,0.35896455903953,0.119018659680587,3.60819996454317,NA,0.703567342115854,0.734332807815526,0.0494179128544002,NA
Scaffold_17:4903772-4904246,Scaffold_17,4903772,4904246,2,1,2,18,0.0185862904418934,0.00143821524875532,0.033439175713031,0.0843478056631459,0.00929314522094669,0.00143821524875532,0.0167195878565155,0.0046859892035081,1.98317683147659,0.306918173793192,3.56799538590456,NA,0.166583047137481,0.586394854365066,0.0495208934591166,NA
Scaffold_13:29653641-29653698,Scaffold_13,29653641,29653698,2,1,2,15,0.269481903787218,0.00276978931676926,1.01753849273289,2.0733164361725,0.134740951893609,0.00276978931676926,0.508769246366447,0.138221095744833,0.974821905205778,0.0200388320020447,3.68083644269232,NA,0.39992644440821,0.889312387546823,0.0500497908140082,NA
Scaffold_04:10777828-10777870,Scaffold_04,10777828,10777870,2,1,2,18,0.14706377345416,0.0451102034088732,0.297768988262732,0.757878987485291,0.07353188672708,0.0451102034088732,0.148884494131366,0.0421043881936273,1.74641860104761,1.07138959486653,3.53608021678607,NA,0.20267902375905,0.314338594161238,0.0506671787726882,NA
Scaffold_14:19301900-19302075,Scaffold_14,19301900,19302075,2,1,2,16,0.31247532168193,0.0351075010953542,0.319373173339278,0.716334943075591,0.156237660840965,0.0351075010953542,0.159686586669639,0.0447709339422245,3.48971189751335,0.784158336760618,3.56674682899646,NA,0.0552391241800379,0.388987407512888,0.0523636675069962,NA
Scaffold_04:7835604-7835976,Scaffold_04,7835604,7835976,2,1,2,18,0.00818525361775359,0.0171350020729723,0.232695094040626,0.601907265257524,0.0040926268088768,0.0171350020729723,0.116347547020313,0.0334392925143069,0.12238975472121,0.51242119030004,3.4793662865485,NA,0.885533454250199,0.483276399320771,0.052777619356777,NA
Scaffold_11:14396060-14396110,Scaffold_11,14396060,14396110,2,1,2,18,0.0243327977109006,0.047941303309599,0.237052281777072,0.625639215553528,0.0121663988554503,0.047941303309599,0.118526140888536,0.0347577341974182,0.350034291255786,1.37929886445705,3.41006523081531,NA,0.709355192446387,0.255524793714431,0.0554901637540081,NA
Scaffold_09:3346026-3346221,Scaffold_09,3346026,3346221,2,1,2,18,0.121272585813361,0.00618461224002064,0.130381314248813,0.344579957534941,0.0606362929066803,0.00618461224002064,0.0651906571244065,0.0191433309741634,3.16748913700115,0.323068762085743,3.40539779688239,NA,0.0662786845550022,0.576792267860449,0.0556783464480212,NA
Scaffold_14:23440880-23441019,Scaffold_14,23440880,23441019,2,1,2,18,0.00873712770488116,0.000225250912024117,0.0391271025866878,0.104326809818094,0.00436856385244058,0.000225250912024117,0.0195635512933439,0.00579593387878298,0.753729070035195,0.0388636096848322,3.37539242208398,NA,0.48489353410412,0.845928061275626,0.0569051761114161,NA
Scaffold_09:31286994-31287241,Scaffold_09,31286994,31287241,2,1,2,18,0.0449037960615231,0.00264272289055047,0.172000132724246,0.461940044613702,0.0224518980307615,0.00264272289055047,0.0860000663621232,0.0256633358118723,0.874862807989866,0.102976593141407,3.35108681866439,NA,0.433913286978055,0.751982250224082,0.0579209951037075,NA
Scaffold_06:59692179-59692592,Scaffold_06,59692179,59692592,2,1,2,18,0.0379336271771286,0.0523596929976645,0.210694319720068,0.568423754423431,0.0189668135885643,0.0523596929976645,0.105347159860034,0.0315790974679684,0.600612908833221,1.65804906396627,3.33597753915832,NA,0.559103162850008,0.214176898416604,0.0585626142225466,NA
Scaffold_06:38901711-38902517,Scaffold_06,38901711,38902517,2,1,2,18,0.0206737639859893,0.0345466662996627,0.0687301429513146,0.185882895599538,0.0103368819929947,0.0345466662996627,0.0343650714756573,0.0103268275333077,1.00097362521593,3.34533197036916,3.32774720646953,NA,0.387081172083664,0.0840135237728057,0.0589154370528317,NA
Scaffold_01:63138926-63139447,Scaffold_01,63138926,63139447,2,1,2,18,0.0361811253718709,0.0270778788710232,0.295416274044515,0.822952342027929,0.0180905626859355,0.0270778788710232,0.147708137022257,0.0457195745571072,0.395685280564871,0.59226007969958,3.23074172174894,NA,0.67893224374768,0.451528283138172,0.0632568305517117,NA
Scaffold_12:15551317-15551367,Scaffold_12,15551317,15551367,2,1,2,14,0.238441771051106,0.00722276726672701,0.3431297326243,0.710937892443024,0.119220885525553,0.00722276726672701,0.17156486631215,0.0507812780316446,2.34773306515169,0.142232876892663,3.37850627164678,NA,0.132051143131681,0.711726417531609,0.0634954075954108,NA
Scaffold_18:2074198-2074268,Scaffold_18,2074198,2074268,2,1,2,17,0.00954788622924401,0.00848731201817902,0.139587500924813,0.365703589861677,0.004773943114622,0.00848731201817902,0.0697937504624064,0.0215119758742163,0.221920252353199,0.394538933466902,3.24441375680695,NA,0.803263292953335,0.538270741434066,0.0640463600372572,NA
Scaffold_07:33916788-33916853,Scaffold_07,33916788,33916853,2,1,2,18,0.0763333341018978,0.00320778283537009,0.163224787712621,0.458347027500002,0.0381666670509489,0.00320778283537009,0.0816123938563107,0.0254637237500001,1.49886432266014,0.125974616551127,3.20504552506035,NA,0.24997793423426,0.726767419385354,0.0644655885230766,NA
Scaffold_18:2511169-2511265,Scaffold_18,2511169,2511265,2,1,2,17,0.339383021187147,6.99940821932077e-05,0.567139084361205,1.50220756576625,0.169691510593574,6.99940821932077e-05,0.283569542180602,0.0883651509274262,1.92034426255821,0.00079210052219221,3.20906532953807,NA,0.17703669654406,0.977874836266839,0.0657085556711492,NA
Scaffold_01:39292546-39292607,Scaffold_01,39292546,39292607,2,1,2,18,0.0669972080788825,0.000297624878836677,0.23710286744896,0.676996946742372,0.0334986040394413,0.000297624878836677,0.11855143372448,0.0376109414856873,0.890661140513831,0.00791325255577387,3.1520464269578,NA,0.427715194149867,0.930098802927932,0.0670405863732633,NA
Scaffold_04:19983646-19983913,Scaffold_04,19983646,19983913,2,1,2,18,0.126470798618417,0.625158768512674,0.630910494743653,1.80172809905825,0.0632353993092087,0.625158768512674,0.315455247371827,0.100096005503236,0.631747480744018,6.24559157350653,3.15152683452117,NA,0.543046217440936,0.0223489466600773,0.0670663903454957,NA
Scaffold_13:28869968-28870119,Scaffold_13,28869968,28870119,2,1,2,16,0.115950126973287,0.0693356324296791,0.4391738551151,1.09316737903791,0.0579750634866437,0.0693356324296791,0.21958692755755,0.0683229611898695,0.848544361617041,1.014821828887,3.21395507064335,NA,0.446421636963982,0.328743323036874,0.0670887039431145,NA
Scaffold_18:2414196-2414307,Scaffold_18,2414196,2414307,2,1,2,18,0.00369660522955945,0.00201403826247462,0.197897409331321,0.565254844101378,0.00184830261477972,0.00201403826247462,0.0989487046656607,0.031403046894521,0.0588574293758165,0.0641351225962096,3.15092688292373,NA,0.943021865959013,0.802945516145734,0.0670961988386597,NA
Scaffold_08:7646320-7646620,Scaffold_08,7646320,7646620,2,1,2,17,0.0388987611682637,0.00421516979641498,0.189271923001171,0.506163463584641,0.0194493805841319,0.00421516979641498,0.0946359615005856,0.0297743213873318,0.653226662368435,0.141570642083833,3.17844226471105,NA,0.532942094327686,0.711379091534521,0.0671875902954555,NA
Scaffold_14:20975180-20975287,Scaffold_14,20975180,20975287,2,1,2,18,0.0100654958845049,0.00432314525874686,0.0730419955414175,0.208813936872965,0.00503274794225245,0.00432314525874686,0.0365209977707088,0.0116007742707203,0.433828624263022,0.372660061980366,3.14815174560251,NA,0.654622219115658,0.549188778989971,0.0672342727314851,NA
Scaffold_08:50652597-50652635,Scaffold_08,50652597,50652635,2,1,2,17,0.227563638932917,0.0302117886152759,0.1216988799374,0.330076268983088,0.113781819466458,0.0302117886152759,0.0608494399687,0.0194162511166522,5.86013328643416,1.55600524703581,3.1339438083654,NA,0.0115934812984196,0.229162312810609,0.0694035512337721,NA
Scaffold_06:25730657-25730850,Scaffold_06,25730657,25730850,2,1,2,18,0.0237638984530233,0.0022271649471139,0.106492325418085,0.309350211884213,0.0118819492265116,0.0022271649471139,0.0532461627090423,0.0171861228824563,0.691368804225229,0.129590889250967,3.09820679586764,NA,0.513708198205111,0.723045795172338,0.0697739889118738,NA
Scaffold_09:27887181-27887571,Scaffold_09,27887181,27887571,2,1,2,18,0.115219228725045,0.000102943275428625,0.130270325823999,0.379766346052208,0.0576096143625226,0.000102943275428625,0.0651351629119996,0.0210981303362338,2.73055543047738,0.00487926056897234,3.08724810558862,NA,0.0921118279058314,0.945081880751247,0.0703453921991845,NA
Scaffold_13:17934482-17934590,Scaffold_13,17934482,17934590,2,1,2,18,0.023212014008688,0.00136198262284875,0.131980400914571,0.390916650351808,0.011606007004344,0.00136198262284875,0.0659902004572854,0.0217175916862116,0.534405802081298,0.0627133359226689,3.03855977268337,NA,0.595031412957177,0.805093758560269,0.0729477303704116,NA
Scaffold_01:8256540-8256708,Scaffold_01,8256540,8256708,2,1,2,18,0.271003634146443,0.0280912195704571,0.17494838156649,0.518245887929195,0.135501817073221,0.0280912195704571,0.0874741907832451,0.0287914382182886,4.70632331896324,0.975679622444609,3.03820150004457,NA,0.0226931004352186,0.33636049833487,0.0729672718763456,NA
Scaffold_18:23024827-23025111,Scaffold_18,23024827,23025111,2,1,2,18,0.00987419144535348,0.0199954902834797,0.127933542557659,0.380135965762647,0.00493709572267674,0.0199954902834797,0.0639667712788295,0.0211186647645915,0.233778781836364,0.946816027735098,3.02892119326025,NA,0.793902909126342,0.343426787589877,0.0734754861379842,NA
Scaffold_01:70448611-70448753,Scaffold_01,70448611,70448753,2,1,2,18,0.0197203259519248,0.0123314902124092,0.103458413902345,0.309210054857774,0.00986016297596238,0.0123314902124092,0.0517292069511726,0.0171783363809875,0.573988234790614,0.717851248160292,3.01130480879541,NA,0.573253321638854,0.407974318278833,0.0744510610981842,NA
Scaffold_06:25301418-25301656,Scaffold_06,25301418,25301656,2,1,2,18,0.00368355528036278,0.0118356673353508,0.0337824316922423,0.100974818554207,0.00184177764018139,0.0118356673353508,0.0168912158461212,0.00560971214190037,0.328319456255996,2.10985288299327,3.01106641817792,NA,0.724355714849529,0.163563419898013,0.074464361215456,NA
Scaffold_08:7645061-7645305,Scaffold_08,7645061,7645305,2,1,2,13,0.00194246880851661,0.00584531158757616,0.688635003667521,1.40378412409784,0.000971234404258305,0.00584531158757616,0.344317501833761,0.107983394161372,0.00899429409309804,0.0541315785910641,3.18861529134014,NA,0.991052195060927,0.819646834951252,0.07468539681922,NA
Scaffold_17:4629860-4629998,Scaffold_17,4629860,4629998,2,1,2,18,0.00114586977152214,0.0260228700834054,0.226114668467684,0.683277296212871,0.00057293488576107,0.0260228700834054,0.113057334233842,0.0379598497896039,0.015093181056738,0.685536698054382,2.97833987385284,NA,0.985032602469334,0.418529681918355,0.0763155257441715,NA
Scaffold_07:14622297-14622453,Scaffold_07,14622297,14622453,2,1,2,18,0.0383872805018954,0.0281964024695991,0.0425222633441006,0.128725187990782,0.0191936402509477,0.0281964024695991,0.0212611316720503,0.00715139933282123,2.6838999414924,3.94278114776673,2.97300300019224,NA,0.0954755399106946,0.0625213241543206,0.076622225682815,NA
Scaffold_01:85900620-85900718,Scaffold_01,85900620,85900718,2,1,2,18,0.116119972222401,0.0480571451312714,0.787656394994473,2.40566637658045,0.0580599861112006,0.0480571451312714,0.393828197497236,0.133648132032247,0.434424224479184,0.359579624499921,2.94675422326301,NA,0.654250373186946,0.556213642772004,0.0781507629688306,NA
Scaffold_01:70835275-70835462,Scaffold_01,70835275,70835462,2,1,2,18,0.0577620682043053,0.0103338411054126,0.17241012564821,0.529575010245319,0.0288810341021526,0.0103338411054126,0.0862050628241049,0.0294208339025177,0.981652464299494,0.351242291080276,2.93006864148496,NA,0.393876964303771,0.560783287710882,0.0791400103696434,NA
Scaffold_05:2522681-2522756,Scaffold_05,2522681,2522756,2,1,2,18,0.00980352713310086,0.0180998590083517,0.192861346083193,0.595487443314215,0.00490176356655043,0.0180998590083517,0.0964306730415964,0.0330826357396786,0.148167262279872,0.547110549194938,2.91484251135225,NA,0.863327781080404,0.469038509068173,0.0800548832396113,NA
Scaffold_01:72370106-72370316,Scaffold_01,72370106,72370316,2,1,2,18,0.0251112289526868,0.00404527803056632,0.0312942700704564,0.0969923968925245,0.0125556144763434,0.00404527803056632,0.0156471350352282,0.00538846649402914,2.33009047940747,0.750728994055881,2.90381967718766,NA,0.125916366358042,0.397648350431642,0.0807245309367366,NA
Scaffold_02:32671024-32671132,Scaffold_02,32671024,32671132,2,1,2,18,0.0159097280147427,0.0243034259449656,0.153409635080383,0.478736353047185,0.00795486400737133,0.0243034259449656,0.0767048175401916,0.026596464058177,0.2990947965854,0.91378409896159,2.88402313075933,NA,0.745103339512212,0.351775692696379,0.0819428734484552,NA
