ID,scaffold,start,end,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
Scaffold_03:37947250-37947366,Scaffold_03,37947250,37947366,0.478995803430161,0.363217093081308,0.230228132728494,4.13716651348851,0.0531845509273017,3,2.32304499889524,3.35391000220952,5.29353660136153,0.477044937896841,9
Scaffold_03:43770248-43771423,Scaffold_03,43770248,43771423,0.476679514797786,0.360386073641738,0.190058160423534,4.09893722345146,0.0542568791060539,3,4.62393179030308,-1.24786358060615,0.691763018545851,0.325098939092201,9
Scaffold_13:21759365-21759484,Scaffold_13,21759365,21759484,0.476403076635639,0.360048204776893,0.0841791165253794,4.09439732969657,0.054385971021633,3,14.396530965379,-20.793061930758,-18.853435331606,0.0637751129309407,9
Scaffold_16:30137117-30137494,Scaffold_16,30137117,30137494,0.476028306754077,0.359590152699427,0.277050091724258,4.08825020130992,0.0545613635015581,3,0.10151346738369,7.79697306523262,9.73659966438462,0.690810779919776,9
Scaffold_16:23401848-23401921,Scaffold_16,23401848,23401921,0.472833949407434,0.355685938164642,0.348443309530962,4.03620978616081,0.0560742473423295,3,-2.64981318047438,13.2996263609488,15.2392529601008,1.09271465961201,9
Scaffold_08:47928727-47928993,Scaffold_08,47928727,47928993,0.471663557786681,0.354255459517054,0.0900476103865335,4.01730003924866,0.0566366494417153,3,13.5878309670206,-19.1756619340412,-17.2360353348892,0.0729771492269245,9
Scaffold_16:5673764-5674027,Scaffold_16,5673764,5674027,0.469356250162085,0.351435416864771,0.107119605953069,3.98026571758271,0.0577582119045765,3,11.5045411101998,-15.0090822203996,-13.0694556212476,0.103271489815867,9
Scaffold_14:41136195-41136633,Scaffold_14,41136195,41136633,0.468736801758792,0.350678313260746,0.176793190280306,3.97037779936129,0.0580622412473841,3,5.49212578866838,-2.98425157733676,-1.04462497818476,0.281302489165396,9
Scaffold_17:12111730-12111794,Scaffold_17,12111730,12111794,0.468296272126076,0.350139888154092,0.293383554897386,3.96335988275603,0.0582792123500186,3,-0.585876384282013,9.17175276856403,11.111379367716,0.774665192558047,9
Scaffold_01:55953492-55953560,Scaffold_01,55953492,55953560,0.467171390758789,0.348765033149631,0.177236926524186,3.94549245658627,0.0588361043304967,3,5.46204451895598,-2.92408903791197,-0.984462438759966,0.282716353113656,9
Scaffold_18:10897553-10897630,Scaffold_18,10897553,10897630,0.46712809017211,0.348712110210357,0.0806919230249795,3.94480618513638,0.0588576234467232,3,14.904231578015,-21.8084631560299,-19.8688365568779,0.0586006779732229,9
Scaffold_14:35871765-35871912,Scaffold_14,35871765,35871912,0.506141497029066,0.382676871286333,0.372272162343612,4.09948593764603,0.0594853665969555,3,-2.98739754100489,13.9747950820098,15.5663761732033,1.10869250284791,8
Scaffold_03:30714017-30714083,Scaffold_03,30714017,30714083,0.460174213368586,0.340212927450494,0.21919862211841,3.83602267887314,0.0623937830166622,3,2.91215415486489,2.17569169027021,4.11531828942221,0.432432323447487,9
Scaffold_06:4612639-4613070,Scaffold_06,4612639,4613070,0.460073544187813,0.34008988734066,0.369951151211441,3.83446842909531,0.0624461597574303,3,-3.36855829399382,14.7371165879876,16.6767431871396,1.23177468854404,9
Scaffold_11:43884079-43884400,Scaffold_11,43884079,43884400,0.499744693337103,0.374680866671379,0.487482571286022,3.9959171781369,0.0626277511369735,3,-5.95332019979312,19.9066403995862,21.4982214907797,1.90111405846105,8
Scaffold_17:15397798-15397871,Scaffold_17,15397798,15397871,0.546432664563954,0.416841997296513,0.37290591937858,4.2166050695322,0.0628414498700463,3,-2.54171943215361,13.0834388643072,14.2937792362834,0.973411772953089,7
Scaffold_13:19133998-19134173,Scaffold_13,19133998,19134173,0.457543573670998,0.336997701153442,0.211894476094147,3.79559717902712,0.0637737365529311,3,3.31883262630017,1.36233474739967,3.30196134655167,0.404093420992918,9
Scaffold_02:12433887-12433985,Scaffold_02,12433887,12433985,0.54239561495089,0.411651504936859,0.284978920087703,4.1485281049577,0.0648209842598184,3,0.147390048182483,7.70521990363503,8.91556027561122,0.568490894260473,7
Scaffold_06:6095687-6095818,Scaffold_06,6095687,6095818,0.453108272502371,0.331576777502897,0.392258927665591,3.72831974546462,0.0661539976518835,3,-4.07117243391002,16.14234486782,18.081971466972,1.38480359700023,9
Scaffold_12:49307259-49307465,Scaffold_12,49307259,49307465,0.449914468214189,0.327673238928454,0.212779857818913,3.680546005984,0.0679103550050611,3,3.26879618546838,1.46240762906324,3.40203422821524,0.407477411040932,9
Scaffold_08:44124170-44124262,Scaffold_08,44124170,44124262,0.488856041123359,0.361070051404199,0.215697254994352,3.82558402683842,0.0682610444780073,3,3.0158456246284,1.9683087507432,3.55988984193668,0.372202446496788,8
Scaffold_06:61557751-61557942,Scaffold_06,61557751,61557942,0.581243165829032,0.44165755443871,0.351362742512918,4.16406218405782,0.0734320620032223,3,-1.53242859996592,11.0648571999318,11.8537555092767,0.740734660957194,6
Scaffold_14:3378325-3378369,Scaffold_14,3378325,3378369,0.478609521906408,0.348261902383009,0.18425483736774,3.67179334502917,0.07390135176647,3,4.74896208865718,-1.49792417731436,0.0936569138791228,0.271598760747297,8
Scaffold_07:42916572-42916976,Scaffold_07,42916572,42916976,0.436941895682357,0.311817872500659,0.225690871693591,3.49207038402093,0.0754205095482251,3,2.5618985210565,2.87620295788701,4.81582955703901,0.458427326092316,9
Scaffold_14:27726345-27726469,Scaffold_14,27726345,27726469,0.435247205920805,0.309746585014318,0.176890291671169,3.46808806822649,0.0764474048553853,3,5.48553675197826,-2.97107350395652,-1.03144690480451,0.281611577587602,9
Scaffold_03:21694029-21694205,Scaffold_03,21694029,21694205,0.43522766553625,0.309722702322083,0.34069956744861,3.46781238279446,0.0764593083992162,3,-2.38011927679997,12.7602385535999,14.6998651527519,1.04468575733703,9
Scaffold_03:21694482-21696104,Scaffold_03,21694482,21696104,0.43474933190482,0.309138072328113,0.27299930747636,3.46106975895209,0.076751147886346,3,0.278262282458892,7.44347543508221,9.38310203423422,0.670757596943152,9
Scaffold_09:19259508-19259593,Scaffold_09,19259508,19259593,0.430670581959827,0.304152933506455,0.0737063338077401,3.40403562052097,0.0792750112720924,3,15.9908285531664,-23.9816571063328,-22.0420305071808,0.0488936127904021,9
Scaffold_15:5534721-5534780,Scaffold_15,5534721,5534780,0.4159869845384,0.286206314435823,0.0762199995116832,3.20530772579312,0.0888999193698738,3,15.5884067155718,-23.1768134311436,-21.2371868319916,0.0522853949300488,9
Scaffold_01:85900620-85900809,Scaffold_01,85900620,85900809,0.413767423878358,0.283493518073549,0.281932274573164,3.17613432499913,0.0904304653258686,3,-0.108109188040765,8.21621837608153,10.1558449752335,0.715372267013984,9
Scaffold_13:28869551-28869570,Scaffold_13,28869551,28869570,0.449223164288956,0.311528955361195,0.338473460532231,3.2624695532739,0.0920243305022292,3,-1.94042282266246,11.8808456453249,13.4724267365184,0.91651426787731,8
Scaffold_14:6536965-6537037,Scaffold_14,6536965,6537037,0.406871291030572,0.275064911259588,0.220073708621526,3.08688617150034,0.0953169758386925,3,2.864343030904,2.271313938192,4.210940537344,0.435891935037892,9
Scaffold_14:41137020-41137313,Scaffold_14,41137020,41137313,0.405754452268353,0.273699886105764,0.242455485129636,3.07262720297592,0.096127293432971,3,1.70207585942318,4.59584828115364,6.53547488030565,0.529061960425025,9
Scaffold_04:25608150-25608167,Scaffold_04,25608150,25608167,0.404976412120769,0.272748948147606,0.180224847500117,3.0627253972213,0.096694956090119,3,5.26143069452326,-2.52286138904653,-0.583234789894524,0.292328960907963,9
Scaffold_14:35870952-35871559,Scaffold_14,35870952,35871559,0.402563591870662,0.269799945619698,0.289397043950439,3.0321824026262,0.098471960296193,3,-0.421701812811059,8.84340362562212,10.7830302247741,0.75375584142527,9
Scaffold_15:17041865-17042056,Scaffold_15,17041865,17042056,0.401665467331263,0.268702237849321,0.0715092448373525,3.02087628960468,0.0991398618164393,3,16.3539725068464,-24.7079450136929,-22.7683184145409,0.0460221488748758,9
Scaffold_03:50770730-50770871,Scaffold_03,50770730,50770871,0.40101159293439,0.267903058030921,0.273815399381721,3.01266626685663,0.0996283359957241,3,0.242443530649343,7.51511293870131,9.45473953785332,0.674773856447142,9
Scaffold_12:8490945-8491074,Scaffold_12,8490945,8491074,0.400308393506075,0.267043592062981,0.20366366572248,3.00385690123143,0.100155745170189,3,3.79425415434321,0.411491691313586,2.35111829046559,0.373309998619661,9
Scaffold_15:17160223-17160387,Scaffold_15,17160223,17160387,0.437388971605306,0.296736214506633,0.138508116405294,3.10970776988368,0.100191981120278,3,7.88826153744304,-7.77652307488609,-6.18494198369261,0.153475986481139,8
Scaffold_03:26956906-26956992,Scaffold_03,26956906,26956992,0.398556681675455,0.264902610936667,0.384556820649102,2.98200181612418,0.101478997969265,3,-3.83320528854382,15.6664105770876,17.6060371762396,1.33095553476971,9
Scaffold_04:20181837-20181891,Scaffold_04,20181837,20181891,0.433996942411133,0.292496178013916,0.298845465966475,3.06709963200502,0.10263018438032,3,-0.570712914371019,9.14142582874204,10.7330069199355,0.714468900229757,8
Scaffold_01:24305566-24305684,Scaffold_01,24305566,24305684,0.396951694888234,0.262940960418952,0.30886038209888,2.96208879430643,0.102703313501645,3,-1.2027786590064,10.4055573180128,12.3451839171648,0.858552620672396,9
Scaffold_16:20084773-20084861,Scaffold_16,20084773,20084861,0.395712815964739,0.261426775068014,0.272833006389791,2.94679039848281,0.103656186332056,3,0.28557446625559,7.42885106748882,9.36847766664082,0.669940644381225,9
Scaffold_13:9210320-9210475,Scaffold_13,9210320,9210475,0.429555853418009,0.286944816772512,0.0409005666495596,3.01208001513795,0.105889406102339,3,21.3058966325864,-34.6117932651727,-33.0202121739793,0.0133828508180406,8
Scaffold_12:34238971-34239015,Scaffold_12,34238971,34239015,0.423063192171446,0.278828990214308,0.155775495426335,2.93316832228993,0.110793170144351,3,6.59590549766008,-5.19181099532016,-3.60022990412668,0.194128039802561,8
Scaffold_12:21434021-21434105,Scaffold_12,21434021,21434105,0.384822388108164,0.248116252132201,0.315479141466243,2.81496061139367,0.112331704353451,3,-1.45721742198684,10.9144348439737,12.8540614431257,0.895743798302497,9
Scaffold_10:32724039-32724104,Scaffold_10,32724039,32724104,0.463946188201275,0.310787956258782,0.34615386705861,3.02919524675289,0.112779290987086,3,-1.79729160941581,11.5945832188316,12.8049235908078,0.838757497757408,7
Scaffold_05:17496180-17496251,Scaffold_05,17496180,17496251,0.417866200202077,0.272332750252597,0.264692592094072,2.87127255175447,0.114839492325389,3,0.764219373935586,6.47156125212883,8.06314234332231,0.560497346475831,8
Scaffold_05:2522708-2522859,Scaffold_05,2522708,2522859,0.380500806979014,0.242834319641017,0.139272938188525,2.76393198037235,0.115926667739133,3,8.35466628112638,-8.70933256225275,-6.76970596310075,0.174572561804983,9
Scaffold_14:11420633-11420830,Scaffold_14,11420633,11420830,0.378423626713091,0.240295543760445,0.187367486437151,2.73965741523267,0.117686119160396,3,4.79503110542988,-1.59006221085977,0.349564388292235,0.315959174763983,9
Scaffold_04:64753669-64753693,Scaffold_04,64753669,64753693,0.376324985164454,0.237730537423221,0.0709173524733878,2.71529625679583,0.119484771452166,3,16.4537115919761,-24.9074231839523,-22.9677965848003,0.0452634379365125,9
Scaffold_01:51854871-51854949,Scaffold_01,51854871,51854949,0.373961421940201,0.234841737926913,0.15644161203801,2.68805542934155,0.121535998553683,3,6.95969913187389,-5.91939826374778,-3.97977166459578,0.220265801793461,9
Scaffold_18:16499221-16499365,Scaffold_18,16499221,16499365,0.371039134265069,0.23127005299064,0.205786544167856,2.65465817534104,0.124109866705166,3,3.66982012551814,0.660359748963716,2.59998634811572,0.381132915844939,9
Scaffold_11:38112029-38112257,Scaffold_11,38112029,38112257,0.369860449462957,0.229829438232503,0.084215008880758,2.64127528761657,0.125159933810994,3,14.3914154867953,-20.7828309735907,-18.8432043744387,0.0638295094870753,9
Scaffold_01:55356641-55356678,Scaffold_01,55356641,55356678,0.443977294495541,0.28511366435141,0.434503659223802,2.79470697032881,0.12818105540784,3,-4.07050148611995,16.1410029722399,17.3513433442161,1.32155400915211,7
Scaffold_03:49243062-49243155,Scaffold_03,49243062,49243155,0.494862114625646,0.326482819500862,0.359868765528032,2.93897248030946,0.128893146459155,3,-1.7477111246199,11.4954222492398,12.2843205585847,0.777033170416017,6
Scaffold_06:55154838-55154952,Scaffold_06,55154838,55154952,0.362810415505985,0.22121273006287,0.209010717976379,2.5622623305643,0.131585794467595,3,3.48326699003756,1.03346601992489,2.97309261907689,0.393169322061015,9
Scaffold_15:7011747-7011921,Scaffold_15,7011747,7011921,0.361445280739629,0.219544232015102,0.122047959997992,2.54716426684981,0.132859170038341,3,9.93892439738171,-11.8778487947634,-9.93822219561142,0.134061340857044,9
Scaffold_07:33681433-33681658,Scaffold_07,33681433,33681658,0.360343625172195,0.218197764099349,0.0711557335925799,2.53502720693027,0.133893747164579,3,16.4134425136595,-24.826885027319,-22.887258428167,0.0455682458078838,9
Scaffold_16:28626743-28626781,Scaffold_16,28626743,28626781,0.360290660870065,0.218133029952302,0.178484003590763,2.53444474661012,0.13394364391487,3,5.37790560644899,-2.75581121289798,-0.816184613745982,0.286708855840086,9
Scaffold_02:30569522-30569577,Scaffold_02,30569522,30569577,0.359988263283827,0.217763432902455,0.182084977713062,2.53112105894961,0.134228804510476,3,5.13821152060829,-2.27642304121657,-0.336796442064569,0.298394451978897,9
Scaffold_01:87607664-87608043,Scaffold_01,87607664,87608043,0.359022007800065,0.216582453977857,0.158687458895048,2.52052185061036,0.135143148527407,3,6.78865417883168,-5.57730835766335,-3.63768175851135,0.226635386495107,9
Scaffold_03:47146610-47146642,Scaffold_03,47146610,47146642,0.358671784244723,0.216154402965772,0.263099947786278,2.51668800693644,0.135475749898737,3,0.72148550895518,6.55702898208964,8.49665558124164,0.62299424272628,9
Scaffold_15:12287660-12287792,Scaffold_15,12287660,12287792,0.357834899304339,0.215131543594192,0.273622853228171,2.50754369106188,0.136273103924647,3,0.250884862349706,7.49823027530059,9.43785687445259,0.673825192278528,9
Scaffold_11:44223308-44223410,Scaffold_11,44223308,44223410,0.354539397638367,0.211103708224671,0.166511870829679,2.47176556328186,0.139448492980788,3,6.2110941461996,-4.4221882923992,-2.4825616932472,0.249535828144797,9
Scaffold_02:52183105-52183142,Scaffold_02,52183105,52183142,0.353930720197175,0.210359769129881,0.120969387503206,2.46519729489903,0.140041227857519,3,10.0454431710808,-12.0908863421615,-10.1512597430095,0.131702334416108,9
Scaffold_11:25459714-25459740,Scaffold_11,25459714,25459740,0.353727761158708,0.210111708082865,0.252653242757836,2.46300990441442,0.140239305966287,3,1.20767778440706,5.58464443118589,7.52427103033789,0.57450294968445,9
Scaffold_13:9213957-9214180,Scaffold_13,9213957,9214180,0.38458613657931,0.230732670724138,0.131468407493462,2.49969108230122,0.143439611891367,3,8.46204739358988,-8.92409478717975,-7.33251369598627,0.138271537350937,8
Scaffold_10:44523012-44523362,Scaffold_10,44523012,44523362,0.348796646689166,0.20408479039787,0.0470543119661032,2.41028382627515,0.145119183801334,3,21.3762632844941,-34.7525265689882,-32.8128999698362,0.0199269744714302,9
Scaffold_02:24224856-24225083,Scaffold_02,24224856,24225083,0.347758101306017,0.202815457151799,0.176083990006406,2.3992807867918,0.146163562946386,3,5.54036021821234,-3.08072043642467,-1.14109383727267,0.279050143829186,9
Scaffold_15:19151267-19151361,Scaffold_15,19151267,19151361,0.34724121771555,0.202183710541228,0.119626064313322,2.39381762777886,0.146685523829408,3,10.179444422265,-12.35888884453,-10.419262245378,0.128793557367856,9
Scaffold_07:13805102-13805171,Scaffold_07,13805102,13805171,0.345224911237342,0.199719335956751,0.268994803441007,2.37258888926844,0.148735509843301,3,0.45558864781541,7.08882270436918,9.02844930352118,0.651223838504392,9
Scaffold_02:13103350-13103394,Scaffold_02,13103350,13103394,0.418202608312433,0.251974782115985,0.332322667682964,2.515839964232,0.150210812276823,3,-1.38952169801097,10.7790433960219,11.9893837679981,0.77306848819145,7
Scaffold_07:42380390-42380575,Scaffold_07,42380390,42380575,0.41752513489313,0.251103744862596,0.47185715124349,2.50884297274842,0.150823898814093,3,-4.89522076361709,17.7904415272342,19.0007818992104,1.55854419825735,7
Scaffold_13:6829593-6829631,Scaffold_13,6829593,6829631,0.416404402076848,0.249662802670233,0.436595450364639,2.49730363363858,0.151842038535734,3,-4.1185280571151,16.2370561142302,17.4473964862064,1.33430911095371,7
Scaffold_03:14719536-14719864,Scaffold_03,14719536,14719864,0.341849752125906,0.195594141487218,0.384616501831464,2.33734453422383,0.15221684686318,3,-3.83506748050719,15.6701349610144,17.6097615601664,1.33136868132965,9
Scaffold_14:18595554-18595572,Scaffold_14,18595554,18595572,0.3725709504296,0.215713688037001,0.29986231037105,2.3752228283641,0.154973873996604,3,-0.608077717860412,9.21615543572082,10.8077365269143,0.719339241448511,8
Scaffold_04:42996496-42996581,Scaffold_04,42996496,42996581,0.339080156998242,0.192209080775628,0.400887094256347,2.30869253306415,0.155120629896761,3,-4.33226454239566,16.6645290847913,18.6041556839433,1.44639416107167,9
Scaffold_10:12794059-12794282,Scaffold_10,12794059,12794282,0.33769455810498,0.190515571017197,0.291753780436442,2.29444817352607,0.156589434482493,3,-0.519029362482059,9.03805872496412,10.9776853241161,0.766082415590601,9
Scaffold_14:44037949-44038142,Scaffold_14,44037949,44038142,0.409099799526796,0.240271170820166,0.28014616516859,2.42316603920109,0.15859864794249,3,0.31842732322567,7.36314535354866,8.57348572552484,0.54937311701067,7
Scaffold_07:12472197-12472262,Scaffold_07,12472197,12472262,0.36640848446667,0.208010605583338,0.221578218080092,2.31321585269805,0.161152635288507,3,2.7199475067288,2.56010498654239,4.15168607773588,0.392775253820389,8
Scaffold_01:80346877-80346983,Scaffold_01,80346877,80346983,0.332546368444134,0.184223339209497,0.174470482485153,2.24204137523424,0.162141785678295,3,5.65082651378445,-3.3016530275689,-1.3620264284169,0.27395954332742,9
Scaffold_06:57201917-57201943,Scaffold_06,57201917,57201943,0.364065975538624,0.20508246942328,0.332862601186136,2.28996066594789,0.163549133254639,3,-1.75654802891186,11.5130960578237,13.1046771490172,0.886380090147206,8
Scaffold_01:24305706-24305892,Scaffold_01,24305706,24305892,0.329970115786248,0.181074585960969,0.190269051926217,2.2161183493786,0.164977143438073,3,4.6106237849362,-1.2212475698724,0.718379029279602,0.325820809088112,9
Scaffold_02:13714140-13714172,Scaffold_02,13714140,13714172,0.329605272042524,0.180628665829751,0.242877957293686,2.21246328817407,0.165381777889405,3,1.68118437820249,4.63763124359501,6.57725784274701,0.530907319252381,9
Scaffold_05:34333331-34333490,Scaffold_05,34333331,34333490,0.328504301569102,0.179283035251125,0.181684869932958,2.20145767205251,0.16660750366199,3,5.16460895474674,-2.32921790949348,-0.389591310341482,0.297084527663003,9
Scaffold_03:52863027-52863147,Scaffold_03,52863027,52863147,0.326617100592229,0.176976456279391,0.356903540075441,2.18267638509632,0.168724975860784,3,-2.93769320879632,13.8753864175926,15.8150130167446,1.14642123226544,9
Scaffold_14:4531008-4531127,Scaffold_14,4531008,4531127,0.326554074503143,0.176899424392731,0.262600312488572,2.18205097043237,0.168796051585802,3,0.744295561872458,6.51140887625508,8.45103547540709,0.62063031707186,9
Scaffold_16:18255154-18255259,Scaffold_16,18255154,18255259,0.326166759936024,0.176426039921807,0.205038915471113,2.17821017492808,0.169233345054802,3,3.71349587177127,0.573008256457458,2.51263485560946,0.378368611718133,9
Scaffold_14:43231847-43232167,Scaffold_14,43231847,43232167,0.323458499489151,0.173115943820073,0.0769205738584569,2.15147665974977,0.172315756249951,3,15.478612810227,-22.9572256204539,-21.0175990213019,0.0532509721444289,9
Scaffold_07:40529277-40529941,Scaffold_07,40529277,40529941,0.323075079085997,0.172647318882885,0.319148253210285,2.14770916385228,0.172755651223147,3,-1.59597547713043,11.1919509542609,13.1315775534129,0.916700467744584,9
Scaffold_13:33055342-33055469,Scaffold_13,33055342,33055469,0.322706758802843,0.17219714964792,0.0410813252838265,2.14409405894259,0.173179043986516,3,23.0052496369919,-38.0104992739838,-36.0708726748318,0.01518907758368,9
Scaffold_04:61170606-61170923,Scaffold_04,61170606,61170923,0.32000460196046,0.168894513507229,0.0442281507306256,2.11769184464148,0.176309973867754,3,22.1195556155135,-36.2391112310271,-34.2994846318751,0.0176051638534584,9
Scaffold_16:26709086-26709144,Scaffold_16,26709086,26709144,0.346710022750265,0.183387528437831,0.366212036644956,2.12285530055042,0.182147821427442,3,-2.80685778351387,13.6137155670277,15.2052966582212,1.07289004626917,8
Scaffold_08:28050697-28050791,Scaffold_08,28050697,28050791,0.383826589339199,0.207777043436113,0.447129451880129,2.18021913871049,0.183637062649877,3,-4.35693936461853,16.7138787292371,17.9242191012133,1.39947322717037,7
Scaffold_14:17566981-17567097,Scaffold_14,17566981,17567097,0.313085169357583,0.160437429214824,0.102070702594912,2.05103049062357,0.184528316024343,3,12.083904553802,-16.167809107604,-14.228182508452,0.0937658549539716,9
Scaffold_01:87636625-87636720,Scaffold_01,87636625,87636720,0.3440823173142,0.18010289664275,0.341029634518856,2.09832621621225,0.185096137542468,3,-2.02318343609981,12.0463668721996,13.6379479633931,0.930409692960517,8
Scaffold_03:1472880-1472953,Scaffold_03,1472880,1472953,0.311734764218619,0.158786934044979,0.143992802805626,2.03817709518801,0.186166379442071,3,7.95473357031489,-7.90946714062978,-5.96984054147778,0.186605345338379,9
Scaffold_13:44152726-44152838,Scaffold_13,44152726,44152838,0.379259004452552,0.201904434296138,0.494007212712134,2.13842250649686,0.188445816013739,3,-5.35395899966354,18.7079179993271,19.9182583713033,1.70830188348128,7
Scaffold_01:45815232-45815306,Scaffold_01,45815232,45815306,0.424894716576957,0.233192955435943,0.25130555312472,2.21643616651184,0.190213822117331,3,1.4839178214127,5.0321643571746,5.82106266651948,0.378926886187928,6
Scaffold_04:10778766-10779132,Scaffold_04,10778766,10779132,0.30696510931753,0.152957355832536,0.229396670846609,1.9931795794128,0.192042764133096,3,2.36646107822265,3.26707784355469,5.20670444270669,0.473605493359566,9
Scaffold_06:11136589-11136974,Scaffold_06,11136589,11136974,0.337875564416592,0.17234445552074,0.234361757225906,2.04116052064373,0.192202248031701,3,2.10295490582302,3.79409018835395,5.38567127954744,0.439403466000116,8
